update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
372,1523712,593.876238429782,86,0.37039930606260896,0.32747426621846937,0.0,0.8444444537162781,223.0625,103.75148718813625,56.0,352.0,1.8812364774445693,0.121490251350527,-0.01936767643383064,0.010593985500842487,0.06327675413848854,0.37039930606260896,0.32747426621846937,0.0,0.8444444537162781
373,1527808,596.4410799387459,93,0.46571180457249284,0.3057366966672896,0.0,0.9027777910232544,191.71875,96.01667640799435,35.0,324.0,1.8550826733311017,0.18131868285126984,0.036831298030544225,0.00752967001850872,0.11163405394569874,0.46571180457249284,0.3057366966672896,0.0,0.9027777910232544
374,1531904,598.0524015554911,99,0.4526909738779068,0.32265482749904584,0.0,0.894444465637207,186.90625,102.24491410792764,38.0,324.0,1.872029246762395,0.16092364004968354,0.054015300374885555,0.00780383062904851,0.10540640941722464,0.4526909738779068,0.32265482749904584,0.0,0.894444465637207
375,1536000,595.414689179382,106,0.5719618126749992,0.2826093380528475,0.0,0.894444465637207,149.59375,92.94886341928824,38.0,324.0,1.8304320592433214,0.22737497952766716,0.003737541120244714,0.017232778489415068,0.1051595333775387,0.5719618126749992,0.2826093380528475,0.0,0.894444465637207
376,1540096,594.490264628733,113,0.5784126943775586,0.2961064807589863,0.0,0.9138888716697693,150.97142857142856,97.798768824937,31.0,324.0,1.7865485871831577,0.33022085336657864,-0.010990585630982727,0.026334175820617627,0.13661202211479054,0.5784126943775586,0.2961064807589863,0.0,0.9138888716697693
377,1544192,593.9526374135274,120,0.5297743016853929,0.30486683026539413,0.0,0.8916666507720947,162.53125,98.32725473355543,39.0,324.0,1.8113941432287295,0.28165006117584807,0.0353701507168959,0.019783403586188797,0.21268816598727525,0.5297743016853929,0.30486683026539413,0.0,0.8916666507720947
378,1548288,558.4837805387791,127,0.5472222226671875,0.36030492345433984,0.0,0.925000011920929,154.0,116.28252233246405,27.0,324.0,1.8249664170046647,0.2377938311547041,0.0076148850518317586,0.01996763589704642,0.1582153414565868,0.5472222226671875,0.36030492345433984,0.0,0.925000011920929
379,1552384,598.3642861153212,134,0.5341145824640989,0.31803602088893357,0.0,0.9305555820465088,176.3125,141.99965613954845,25.0,731.0,1.8389392637958129,0.2621190792415291,0.012435908958044214,0.02277600144831619,0.20119695819849018,0.5341145824640989,0.31803602088893357,0.0,0.9305555820465088
380,1556480,601.2867418658811,141,0.6507638946175576,0.2818725914039251,0.0,0.9305555820465088,121.225,91.27033677487994,25.0,324.0,1.7745334493617217,0.399026023534437,-0.017198221537303954,0.01708507355093995,0.09522834760202302,0.6507638946175576,0.2818725914039251,0.0,0.9305555820465088
381,1560576,597.771810669125,148,0.6366512353221575,0.2641225569109286,0.0,0.9138888716697693,126.80555555555556,85.64715064484193,31.0,324.0,1.8066849615424871,0.3427406882401556,0.007864466819834584,0.017477020589770593,0.1487686645338301,0.6366512353221575,0.2641225569109286,0.0,0.9138888716697693
382,1564672,594.2460146732841,155,0.6588588582502829,0.27976081703977956,0.0,0.9222221970558167,118.91891891891892,91.77156669080743,28.0,324.0,1.8208507187664509,0.3097126060941567,0.021619419746760588,0.013528604489996118,0.10689375084019176,0.6588588582502829,0.27976081703977956,0.0,0.9222221970558167
383,1568768,597.8229191880627,162,0.6376633915831061,0.29061293408252614,0.0,0.9111111164093018,125.1470588235294,93.1526679713094,32.0,324.0,1.8330494693169992,0.2873616934909175,-0.0010177930004526086,0.017043501926915876,0.17139601936022722,0.6376633915831061,0.29061293408252614,0.0,0.9111111164093018
384,1572864,595.3644042219628,169,0.5244949478091616,0.3470969155990697,0.0,0.9111111164093018,167.75757575757575,118.66122654444519,32.0,420.0,1.8486570697277784,0.274108335065345,0.07886583858877809,0.017388992655469337,0.09519126623145296,0.5244949478091616,0.3470969155990697,0.0,0.9111111164093018
385,1576960,599.3747818920313,175,0.6512426937881269,0.2557189432182011,0.0,0.9055555462837219,124.89473684210526,87.10483383580001,34.0,324.0,1.8306708571811516,0.23752080750030777,0.05395061211917588,0.014596947377564598,0.15541902186157006,0.6512426937881269,0.2557189432182011,0.0,0.9055555462837219
386,1581056,599.1966512813559,182,0.7020202048800208,0.21793317014031974,0.0,0.9305555820465088,106.68181818181819,76.15676795784552,25.0,324.0,1.7811425322045882,0.3452113480307162,-0.08122545525111491,0.02059501225448912,0.08030957457672282,0.7020202048800208,0.21793317014031974,0.0,0.9305555820465088
387,1585152,559.3400747457238,190,0.6847578382644898,0.2274430114983226,0.0,0.9388889074325562,111.64102564102564,76.53170523802778,22.0,324.0,1.7992178425192833,0.35601160714092356,-0.014606631813270118,0.01651596361504441,0.13362530116062546,0.6847578382644898,0.2274430114983226,0.0,0.9388889074325562
388,1589248,596.5932731200145,197,0.6085069458931684,0.3133360259589617,0.0,0.925000011920929,135.0625,99.92026117735081,27.0,324.0,1.8279765471816063,0.3153643118372808,0.030316462902798474,0.017925771239485282,0.1392736428648603,0.6085069458931684,0.3133360259589617,0.0,0.925000011920929
389,1593344,508.3801147409044,205,0.5990451388061047,0.31298543481110985,0.0,0.9027777910232544,137.59375,99.90835155750244,35.0,324.0,1.8175412577887375,0.3028046185305963,0.014629274426018432,0.018796036296407692,0.09221226170793251,0.5990451388061047,0.31298543481110985,0.0,0.9027777910232544
390,1597440,512.0466503682785,213,0.5589409759268165,0.3347025804492019,0.0,0.9138888716697693,152.03125,109.54236748143387,31.0,324.0,1.8510953690856695,0.22850342568320534,0.04161987195160085,0.010732576836744556,0.11556350231009983,0.5589409759268165,0.3347025804492019,0.0,0.9138888716697693
391,1601536,598.8086678458664,219,0.6186991893663639,0.3074277616094874,0.0,0.9333333373069763,134.0731707317073,102.40531384933404,24.0,324.0,1.7795478149006765,0.299207574998339,0.004278308464563452,0.02480017513880739,0.1504324073848747,0.6186991893663639,0.3074277616094874,0.0,0.9333333373069763
392,1605632,593.505056266297,226,0.6878205090761185,0.282008811234709,0.0,0.9333333373069763,108.76923076923077,92.75345360588219,24.0,324.0,1.76593566685915,0.2991927363133679,-0.0011415856400465902,0.02140671662831058,0.1454920004732646,0.6878205090761185,0.282008811234709,0.0,0.9333333373069763
