update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
136,557056,482.86655785503535,1337,0.6498484855348413,0.29457850153821197,0.0,0.9574999809265137,121.0909090909091,90.19822064910404,17.0,360.0,1.7909963534524043,0.33480143500491977,0.0584096184787389,0.015258266887637243,0.16406008356545113,0.6498484855348413,0.29457850153821197,0.0,0.9574999809265137
137,561152,494.1259307067953,1346,0.8694796967627433,0.0637475654706128,0.6875,0.981249988079071,20.883248730964468,10.199610503365626,3.0,50.0,1.544607615719239,0.7514426466077566,-0.017352373505673313,0.007600926886880188,0.07923857644994493,0.8694796967627433,0.0637475654706128,0.6875,0.981249988079071
138,565248,473.2712694218317,1354,0.5718749994412065,0.3031043808139907,0.0,0.9225000143051147,143.5,88.798226333638,31.0,360.0,1.7988106595973175,0.31042527477256954,0.08680161030982465,0.014679946293957377,0.11945577565935138,0.5718749994412065,0.3031043808139907,0.0,0.9225000143051147
139,569344,488.6429937717454,1363,0.8700328949250673,0.07072956590051792,0.625,0.9750000238418579,20.794736842105262,11.316730683010908,4.0,60.0,1.584596644466122,0.7046052183335026,-0.0694371835149165,0.008757649413382751,0.07907222030764247,0.8700328949250673,0.07072956590051792,0.625,0.9750000238418579
140,573440,485.38642857122676,1371,0.7276562470942736,0.20551568068812148,0.0,0.9424999952316284,100.65625,68.4528164938266,23.0,360.0,1.7461749501526356,0.38763005395109457,0.07489798498378757,0.014158731280379774,0.08284103849699807,0.7276562470942736,0.20551568068812148,0.0,0.9424999952316284
141,577536,456.25347511504754,1380,0.8715965331781028,0.05928960696460497,0.581250011920929,0.987500011920929,20.544554455445546,9.486336972610962,2.0,67.0,1.5395011485864718,0.7446974003687501,-0.05097720176248307,0.00719871345275654,0.06279984787088151,0.8715965331781028,0.05928960696460497,0.581250011920929,0.987500011920929
142,581632,458.3764758974449,1389,0.5696093754377216,0.259077472744921,0.0,0.9200000166893005,158.53125,100.19449347862137,32.0,386.0,1.8024404713263114,0.31227420968934894,0.08413507031703678,0.011448007720294603,0.10899460357530329,0.5696093754377216,0.259077472744921,0.0,0.9200000166893005
143,585728,470.01723247314146,1398,0.8618649747919909,0.06857974544342749,0.59375,0.981249988079071,22.101604278074866,10.97275905488493,3.0,65.0,1.553928295771281,0.7213000558937589,-0.08495247263029644,0.009188140587866656,0.0884421107767069,0.8618649747919909,0.06857974544342749,0.59375,0.981249988079071
144,589824,481.97881201642366,1406,0.5927142875535147,0.3012867494924649,0.0,0.9350000023841858,132.4857142857143,81.63485650087446,26.0,360.0,1.768656396617492,0.3369834098654489,0.0909985772256429,0.013405495501501719,0.11167399214059899,0.5927142875535147,0.3012867494924649,0.0,0.9350000023841858
145,593920,487.8192669803783,1415,0.8573611120382945,0.06385392944442367,0.699999988079071,0.987500011920929,22.822222222222223,10.216628904528122,2.0,48.0,1.520720870544513,0.7094824959834417,-0.08435080665246157,0.009105119896048564,0.07900335509023164,0.8573611120382945,0.06385392944442367,0.699999988079071,0.987500011920929
146,598016,467.3906738635947,1423,0.6692968737334013,0.28190357035324126,0.0,0.9524999856948853,114.8125,85.65353083060849,19.0,360.0,1.7559830049673717,0.3057306926542272,0.07224147982196882,0.011251612497289898,0.08002624389892407,0.6692968737334013,0.28190357035324126,0.0,0.9524999856948853
147,602112,491.9485952756196,1432,0.87109375,0.06643969814862154,0.5249999761581421,0.981249988079071,20.625,10.630351593432835,3.0,76.0,1.504135837778449,0.7454747088874379,-0.04822653010342037,0.007617922496137908,0.05648913147094289,0.87109375,0.06643969814862154,0.5249999761581421,0.981249988079071
148,606208,483.00130819004676,1440,0.67015624884516,0.22990057127124805,0.0,0.9275000095367432,121.46875,71.08620839120272,29.0,324.0,1.7649766573061545,0.38853025576099753,0.09160271415506334,0.014884216659993399,0.13286508623161047,0.67015624884516,0.22990057127124805,0.0,0.9275000095367432
149,610304,467.2189224778097,1449,0.8513930694884565,0.08145356980976472,0.581250011920929,0.96875,23.77710843373494,13.032571108999703,5.0,67.0,1.5571760945022106,0.6904867946480712,-0.07801802327351955,0.010430078093728904,0.07846126820616815,0.8513930694884565,0.08145356980976472,0.581250011920929,0.96875
150,614400,436.97173191045977,1458,0.43664062302559614,0.3353796843488203,0.0,0.9150000214576721,192.375,112.455477301019,34.0,439.0,1.7698219617207844,0.3124748860330631,0.10376311477739364,0.013233960958435395,0.12839702930709385,0.43664062302559614,0.3353796843488203,0.0,0.9150000214576721
151,618496,418.97095375171716,1468,0.8405314387675531,0.10150867876245946,0.4000000059604645,0.9750000238418579,25.51497005988024,16.24138879619116,4.0,96.0,1.5941273036102455,0.656477621756494,-0.05210649858054239,0.011995972411871966,0.06464954474460902,0.8405314387675531,0.10150867876245946,0.4000000059604645,0.9750000238418579
152,622592,452.2135887901557,1477,0.4234374980442226,0.308904784965969,0.0,0.8949999809265137,186.84375,102.04506032110275,42.0,412.0,1.792331545924147,0.2484514135091255,0.12144132773391902,0.00912475564594691,0.08444421201751852,0.4234374980442226,0.308904784965969,0.0,0.8949999809265137
153,626688,462.5971144006259,1486,0.8509668528375046,0.10306054230578035,0.36250001192092896,0.9750000238418579,23.845303867403317,16.48968680005834,4.0,102.0,1.597205026075244,0.6308156757925948,-0.06563436548700945,0.020116201078053564,0.1165597079455452,0.8509668528375046,0.10306054230578035,0.36250001192092896,0.9750000238418579
154,630784,451.2302812178877,1495,0.5614062491804361,0.28983759872618825,0.0,0.949999988079071,140.125,89.70846880311802,20.0,360.0,1.8061168088267248,0.2921819866945346,0.0770731774197581,0.01584556293892092,0.10239089027171105,0.5614062491804361,0.28983759872618825,0.0,0.949999988079071
155,634880,431.4105097623568,1505,0.8549508408883985,0.07863012302854851,0.59375,0.987500011920929,23.207865168539325,12.580819400611759,2.0,65.0,1.5692645361026127,0.7005674435446659,-0.13578563179665556,0.008437783373058968,0.05456509407381963,0.8549508408883985,0.07863012302854851,0.59375,0.987500011920929
156,638976,390.5814495724703,1515,0.5608593821525574,0.30670222754886234,0.0,0.9150000214576721,158.4375,106.91437505663119,34.0,360.0,1.7951299510896206,0.30621945749347407,0.12291330972220749,0.005361831737294172,0.0470173724518971,0.5608593821525574,0.30670222754886234,0.0,0.9150000214576721
