update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
19,318592,2024.274030344327,156,0.44478124879300596,0.33312252320757707,0.0,0.987500011920929,84.835,48.16147604673262,2.0,144.0,1.8163229028383892,0.20167892448829883,0.0054328879923559725,0.02421494322179845,0.3306218285474083,0.44478124879300596,0.33312252320757707,0.0,0.987500011920929
20,335360,2048.0419855935443,164,0.43988402191664755,0.34008524976073606,0.0,0.981249988079071,85.16494845360825,48.840193944997516,3.0,144.0,1.7914267688086538,0.1950610408728773,-0.003857489892239259,0.024302402116132504,0.3492520371501911,0.43988402191664755,0.34008524976073606,0.0,0.981249988079071
21,352128,2036.9779960025696,172,0.43860479846897754,0.3538626183396719,0.0,0.981249988079071,84.97474747474747,50.785490339039114,3.0,144.0,1.7881352178978198,0.19028524986722253,0.004692821634693466,0.024674888418027847,0.3346933711287233,0.43860479846897754,0.3538626183396719,0.0,0.981249988079071
22,368896,2042.2908879444358,180,0.44984605912064096,0.3515439417212837,0.0,0.981249988079071,83.29556650246306,50.36146515404736,3.0,144.0,1.7831177621176748,0.19315143019864053,-0.016281384156283104,0.026336746233882324,0.3333824070768339,0.44984605912064096,0.3515439417212837,0.0,0.981249988079071
23,385664,1945.9858185322526,189,0.48052325515553007,0.36121617334365774,0.0,0.9750000238418579,78.57674418604651,51.905750173054834,4.0,144.0,1.7396964394684993,0.19956067272207953,-0.017276293832709955,0.027830534953285347,0.35029099607833536,0.48052325515553007,0.36121617334365774,0.0,0.9750000238418579
24,402432,2038.5799672917462,197,0.4785119053508554,0.33879867483366183,0.0,0.9624999761581421,79.78095238095239,49.23035860743632,6.0,144.0,1.7401800227887703,0.2156384007045717,0.0028188739705717926,0.025110452577020183,0.3409997981085194,0.4785119053508554,0.33879867483366183,0.0,0.9624999761581421
25,419200,1820.0286031635953,207,0.4952188949980494,0.3537165396873258,0.0,0.987500011920929,76.70967741935483,51.075922059045155,2.0,144.0,1.745894851106586,0.21658807225299603,0.005898697640408169,0.02759785775208112,0.33346194417043673,0.4952188949980494,0.3537165396873258,0.0,0.987500011920929
26,435968,1778.21717007704,216,0.4475247517670735,0.36147011335509827,0.0,0.987500011920929,83.48514851485149,51.92389973405122,2.0,144.0,1.7228489265297398,0.18814333099307437,0.00964906598815243,0.024621894329108975,0.3490615493982964,0.4475247517670735,0.36147011335509827,0.0,0.987500011920929
27,452736,2016.780679925212,224,0.5156529028567353,0.34741200788331217,0.0,0.987500011920929,73.99553571428571,50.55703089509209,2.0,144.0,1.715548990350781,0.2244646933042642,-0.017580576255127336,0.02736380738629536,0.3518025980524484,0.5156529028567353,0.34741200788331217,0.0,0.987500011920929
28,469504,2033.4043257015185,233,0.5255826271880987,0.350492414976348,0.0,0.987500011920929,72.2457627118644,50.73726548764757,2.0,144.0,1.739488422870636,0.23638112775304101,0.0006182670688510618,0.029128325905537968,0.3620225506966787,0.5255826271880987,0.350492414976348,0.0,0.987500011920929
