U 625 | F 1280000 | FPS 0397 | D 420 | rR:μσmM 0.59 0.40 0.00 0.97 | F:μσmM 104.2 80.6 8.0 325.0 | H 1.793 | V 0.351 | pL -0.041 | vL 0.036 | ∇ 0.204
U 626 | F 1282048 | FPS 0385 | D 426 | rR:μσmM 0.62 0.40 0.00 0.96 | F:μσmM 90.8 89.0 13.0 409.0 | H 1.750 | V 0.449 | pL -0.037 | vL 0.028 | ∇ 0.139
U 627 | F 1284096 | FPS 0393 | D 431 | rR:μσmM 0.74 0.33 0.00 0.97 | F:μσmM 85.3 50.0 17.0 246.0 | H 1.738 | V 0.510 | pL -0.028 | vL 0.026 | ∇ 0.164
U 628 | F 1286144 | FPS 0409 | D 436 | rR:μσmM 0.47 0.45 0.00 0.96 | F:μσmM 56.0 50.0 3.0 228.0 | H 1.777 | V 0.474 | pL 0.001 | vL 0.028 | ∇ 0.137
U 629 | F 1288192 | FPS 0406 | D 441 | rR:μσmM 0.61 0.42 0.00 0.97 | F:μσmM 63.0 42.8 4.0 176.0 | H 1.772 | V 0.467 | pL 0.052 | vL 0.028 | ∇ 0.145
U 630 | F 1290240 | FPS 0378 | D 446 | rR:μσmM 0.55 0.44 0.00 0.97 | F:μσmM 62.2 43.0 2.0 154.0 | H 1.789 | V 0.447 | pL 0.019 | vL 0.031 | ∇ 0.134
Status saved
U 631 | F 1292288 | FPS 0378 | D 452 | rR:μσmM 0.70 0.36 0.00 0.96 | F:μσmM 82.7 50.7 4.0 246.0 | H 1.769 | V 0.469 | pL 0.006 | vL 0.023 | ∇ 0.130
U 632 | F 1294336 | FPS 0401 | D 457 | rR:μσmM 0.67 0.38 0.00 0.96 | F:μσmM 84.6 51.4 22.0 239.0 | H 1.790 | V 0.433 | pL 0.016 | vL 0.030 | ∇ 0.174
U 633 | F 1296384 | FPS 0411 | D 462 | rR:μσmM 0.67 0.39 0.00 0.95 | F:μσmM 73.3 50.3 13.0 234.0 | H 1.747 | V 0.517 | pL -0.065 | vL 0.024 | ∇ 0.118
U 634 | F 1298432 | FPS 0407 | D 467 | rR:μσmM 0.57 0.44 0.00 0.98 | F:μσmM 58.8 33.3 6.0 136.0 | H 1.738 | V 0.513 | pL 0.056 | vL 0.033 | ∇ 0.182
U 635 | F 1300480 | FPS 0375 | D 473 | rR:μσmM 0.57 0.45 0.00 0.98 | F:μσmM 54.6 31.7 6.0 127.0 | H 1.749 | V 0.481 | pL 0.082 | vL 0.043 | ∇ 0.157
U 636 | F 1302528 | FPS 0388 | D 478 | rR:μσmM 0.63 0.42 0.00 0.97 | F:μσmM 62.7 33.0 3.0 159.0 | H 1.770 | V 0.395 | pL 0.015 | vL 0.037 | ∇ 0.203
U 637 | F 1304576 | FPS 0403 | D 483 | rR:μσmM 0.58 0.41 0.00 0.96 | F:μσmM 87.3 64.0 8.0 227.0 | H 1.792 | V 0.368 | pL -0.042 | vL 0.041 | ∇ 0.171
U 638 | F 1306624 | FPS 0407 | D 488 | rR:μσmM 0.58 0.41 0.00 0.95 | F:μσmM 82.8 58.5 6.0 203.0 | H 1.802 | V 0.369 | pL -0.057 | vL 0.037 | ∇ 0.152
U 639 | F 1308672 | FPS 0385 | D 493 | rR:μσmM 0.60 0.40 0.00 0.94 | F:μσmM 85.8 65.6 6.0 207.0 | H 1.792 | V 0.412 | pL -0.047 | vL 0.036 | ∇ 0.167
U 640 | F 1310720 | FPS 0398 | D 498 | rR:μσmM 0.53 0.43 0.00 0.96 | F:μσmM 76.7 80.9 3.0 387.0 | H 1.804 | V 0.356 | pL -0.015 | vL 0.027 | ∇ 0.141
Status saved
U 641 | F 1312768 | FPS 0394 | D 504 | rR:μσmM 0.63 0.36 0.00 0.96 | F:μσmM 113.5 74.3 5.0 271.0 | H 1.797 | V 0.372 | pL 0.018 | vL 0.021 | ∇ 0.170
U 642 | F 1314816 | FPS 0411 | D 509 | rR:μσmM 0.69 0.35 0.00 0.96 | F:μσmM 91.8 65.3 13.0 252.0 | H 1.783 | V 0.379 | pL -0.040 | vL 0.037 | ∇ 0.181
U 643 | F 1316864 | FPS 0413 | D 514 | rR:μσmM 0.52 0.43 0.00 0.94 | F:μσmM 74.6 56.7 1.0 240.0 | H 1.767 | V 0.429 | pL -0.020 | vL 0.037 | ∇ 0.154
U 644 | F 1318912 | FPS 0410 | D 519 | rR:μσmM 0.47 0.45 0.00 0.96 | F:μσmM 55.6 45.0 5.0 191.0 | H 1.778 | V 0.375 | pL 0.011 | vL 0.030 | ∇ 0.148
U 645 | F 1320960 | FPS 0397 | D 524 | rR:μσmM 0.39 0.41 0.00 0.95 | F:μσmM 111.2 100.5 6.0 416.0 | H 1.817 | V 0.297 | pL 0.013 | vL 0.026 | ∇ 0.147
U 646 | F 1323008 | FPS 0389 | D 529 | rR:μσmM 0.56 0.42 0.00 0.96 | F:μσmM 82.4 63.7 8.0 261.0 | H 1.763 | V 0.376 | pL -0.102 | vL 0.035 | ∇ 0.171
U 647 | F 1325056 | FPS 0407 | D 534 | rR:μσmM 0.60 0.42 0.00 0.96 | F:μσmM 78.2 68.0 2.0 387.0 | H 1.754 | V 0.479 | pL -0.004 | vL 0.027 | ∇ 0.126
U 648 | F 1327104 | FPS 0377 | D 540 | rR:μσmM 0.68 0.38 0.00 0.96 | F:μσmM 71.1 43.9 10.0 171.0 | H 1.763 | V 0.453 | pL -0.040 | vL 0.027 | ∇ 0.170
U 649 | F 1329152 | FPS 0377 | D 545 | rR:μσmM 0.60 0.41 0.00 0.97 | F:μσmM 77.7 59.6 15.0 237.0 | H 1.771 | V 0.434 | pL 0.051 | vL 0.037 | ∇ 0.222
U 650 | F 1331200 | FPS 0407 | D 550 | rR:μσmM 0.60 0.41 0.00 0.97 | F:μσmM 78.2 71.9 5.0 286.0 | H 1.728 | V 0.444 | pL -0.006 | vL 0.030 | ∇ 0.133
Status saved
U 651 | F 1333248 | FPS 0410 | D 555 | rR:μσmM 0.55 0.44 0.00 0.96 | F:μσmM 58.2 46.1 3.0 179.0 | H 1.747 | V 0.534 | pL -0.085 | vL 0.027 | ∇ 0.159
U 652 | F 1335296 | FPS 0392 | D 560 | rR:μσmM 0.53 0.44 0.00 0.96 | F:μσmM 56.1 41.0 5.0 179.0 | H 1.777 | V 0.480 | pL 0.078 | vL 0.033 | ∇ 0.157
U 653 | F 1337344 | FPS 0331 | D 566 | rR:μσmM 0.60 0.43 0.00 0.98 | F:μσmM 67.0 44.9 4.0 211.0 | H 1.740 | V 0.434 | pL 0.008 | vL 0.023 | ∇ 0.151
U 654 | F 1339392 | FPS 0390 | D 572 | rR:μσmM 0.80 0.28 0.00 0.97 | F:μσmM 79.9 49.9 21.0 222.0 | H 1.759 | V 0.463 | pL 0.017 | vL 0.018 | ∇ 0.140
U 655 | F 1341440 | FPS 0389 | D 577 | rR:μσmM 0.66 0.36 0.00 0.96 | F:μσmM 99.3 66.0 9.0 254.0 | H 1.739 | V 0.497 | pL 0.013 | vL 0.024 | ∇ 0.161
U 656 | F 1343488 | FPS 0384 | D 582 | rR:μσmM 0.64 0.41 0.00 0.96 | F:μσmM 72.5 40.4 19.0 182.0 | H 1.740 | V 0.451 | pL 0.014 | vL 0.032 | ∇ 0.175
U 657 | F 1345536 | FPS 0366 | D 588 | rR:μσmM 0.82 0.24 0.00 0.97 | F:μσmM 81.8 55.1 5.0 282.0 | H 1.751 | V 0.535 | pL -0.072 | vL 0.016 | ∇ 0.105
U 658 | F 1347584 | FPS 0350 | D 594 | rR:μσmM 0.75 0.34 0.00 0.97 | F:μσmM 70.4 29.7 20.0 135.0 | H 1.755 | V 0.500 | pL 0.026 | vL 0.025 | ∇ 0.151
U 659 | F 1349632 | FPS 0357 | D 600 | rR:μσmM 0.63 0.43 0.00 0.99 | F:μσmM 59.5 39.4 3.0 166.0 | H 1.735 | V 0.513 | pL 0.028 | vL 0.026 | ∇ 0.131
U 660 | F 1351680 | FPS 0328 | D 606 | rR:μσmM 0.74 0.35 0.00 0.97 | F:μσmM 66.4 43.9 14.0 238.0 | H 1.700 | V 0.535 | pL -0.018 | vL 0.025 | ∇ 0.155
Status saved
U 661 | F 1353728 | FPS 0363 | D 611 | rR:μσmM 0.85 0.23 0.00 0.97 | F:μσmM 67.7 37.5 3.0 152.0 | H 1.721 | V 0.544 | pL 0.000 | vL 0.021 | ∇ 0.166
U 662 | F 1355776 | FPS 0356 | D 617 | rR:μσmM 0.88 0.18 0.00 0.97 | F:μσmM 67.2 31.7 6.0 171.0 | H 1.731 | V 0.615 | pL 0.010 | vL 0.017 | ∇ 0.127
U 663 | F 1357824 | FPS 0390 | D 622 | rR:μσmM 0.79 0.29 0.00 0.97 | F:μσmM 88.2 83.9 22.0 435.0 | H 1.723 | V 0.583 | pL 0.037 | vL 0.021 | ∇ 0.123
U 664 | F 1359872 | FPS 0424 | D 627 | rR:μσmM 0.76 0.34 0.00 0.97 | F:μσmM 71.5 74.1 7.0 409.0 | H 1.725 | V 0.498 | pL 0.054 | vL 0.020 | ∇ 0.128
