#{"t_start": 1673387625.7902908, "env_id": "MiniGrid-Empty-Random-6x6-v0"}
r,l,t
0.94375,9,110.709386
0.94375,9,110.77628
0.96875,5,110.799258
0.925,12,110.856934
0.95625,7,110.894668
0.9625,6,110.924292
0.98125,3,110.939916
0.95625,7,110.976993
0.98125,3,110.992479
0.95625,7,113.731467
0.975,4,113.751477
0.95625,7,113.783314
0.96875,5,113.805788
0.975,4,113.823918
0.96875,5,113.847103
0.9625,6,113.874506
0.93125,11,113.926661
0.93125,11,113.978994
0.93125,11,114.035524
0.98125,3,114.050042
0.89375,17,114.157689
0.975,4,114.17618
0.98125,3,114.191877
0.93125,11,114.243751
0.975,4,114.263758
0.98125,3,114.277842
0.9375,10,114.327625
0.9625,6,117.063063
0.975,4,117.084485
0.98125,3,117.099445
0.95,8,117.13666
0.93125,11,117.186199
0.95625,7,117.217538
0.95,8,117.253982
0.96875,5,117.281566
0.95,8,117.318987
0.9375,10,117.369927
0.9625,6,117.397906
0.9875,2,117.407306
0.98125,3,117.421471
0.95625,7,117.478886
0.9375,10,117.528228
0.96875,5,117.550995
0.96875,5,117.57564
0.9875,2,117.584647
0.96875,5,117.608596
0.98125,3,117.623783
0.98125,3,117.636848
0.99375,1,117.641392
0.95625,7,117.672843
0.9375,10,120.43925
0.95,8,120.479479
0.975,4,120.497543
0.9875,2,120.507364
0.96875,5,120.53049
0.975,4,120.548664
0.9625,6,120.57663
0.98125,3,120.590413
0.85625,23,120.712054
0.9125,14,120.775329
0.96875,5,120.823607
0.975,4,120.842254
0.94375,9,120.882977
0.93125,11,120.935608
0.94375,9,120.975682
0.91875,13,123.741198
0.9625,6,123.772655
0.95,8,123.811503
0.95,8,123.848539
0.94375,9,123.889932
0.9625,6,123.916293
0.98125,3,123.929234
0.975,4,123.947577
0.95625,7,123.984
0.9875,2,123.993671
0.98125,3,124.010474
0.98125,3,124.024568
0.95625,7,124.060969
0.96875,5,124.08296
0.975,4,124.101649
0.95,8,124.161263
0.9625,6,124.188157
0.95625,7,124.219996
0.9625,6,124.247614
0.96875,5,124.272458
0.9625,6,124.299787
0.9875,2,124.309444
0.9625,6,124.33941
0.99375,1,124.34355
0.925,12,127.362269
0.95,8,127.403203
0.99375,1,127.408367
0.95,8,127.444306
0.975,4,127.462894
0.98125,3,127.476837
0.9625,6,127.503488
0.9875,2,127.512832
0.96875,5,127.535595
0.96875,5,127.561166
0.975,4,127.581833
0.95625,7,127.6153
0.94375,9,127.660906
0.975,4,127.679823
0.9625,6,127.709281
0.91875,13,127.79766
0.975,4,127.814274
0.99375,1,127.819092
0.96875,5,127.84142
0.9,16,127.915088
0.98125,3,127.928325
0.98125,3,127.941322
0.96875,5,130.669793
0.9875,2,130.67853
0.95625,7,130.716699
0.9375,10,130.764345
0.975,4,130.782463
0.9875,2,130.793055
0.9625,6,130.821085
0.96875,5,130.843525
0.98125,3,130.856537
0.9875,2,130.865425
0.98125,3,130.880454
0.9375,10,130.930652
0.975,4,130.951272
0.9875,2,130.964845
0.96875,5,130.993102
0.975,4,131.011323
0.9375,10,131.084302
0.95625,7,131.116624
0.95,8,131.154056
0.98125,3,131.168119
0.9625,6,131.197053
0.9625,6,131.223855
0.91875,13,131.282456
0.975,4,131.301462
0.94375,9,144.778282
0.95625,7,144.815363
0.98125,3,144.830596
0.99375,1,144.836344
0.9875,2,144.846333
0.9875,2,144.856719
0.95625,7,144.892655
0.975,4,144.913043
0.95,8,144.959782
0.975,4,144.99185
0.96875,5,145.023188
0.98125,3,145.04219
0.9625,6,145.07625
0.9625,6,145.107617
0.99375,1,145.112995
0.975,4,145.15008
0.9875,2,145.160746
0.9875,2,145.171503
0.9625,6,145.202531
0.96875,5,145.227032
0.975,4,145.248837
0.98125,3,145.264078
0.975,4,145.284427
0.975,4,145.305695
0.96875,5,145.330925
0.9875,2,145.342723
0.94375,9,145.388218
0.9625,6,145.418108
0.96875,5,145.444084
0.98125,3,148.208675
0.9875,2,148.219836
0.95625,7,148.257714
0.9375,10,148.302741
0.9625,6,148.329882
0.95,8,148.366001
0.975,4,148.385674
0.95,8,148.42422
0.94375,9,148.471311
0.975,4,148.490555
0.98125,3,148.509823
0.9625,6,148.535763
0.9875,2,148.545372
0.94375,9,148.616207
0.93125,11,148.665288
0.975,4,148.684829
0.98125,3,148.697551
0.94375,9,148.739751
0.9875,2,148.749715
0.94375,9,148.790242
0.95,8,148.827137
0.95,8,151.577763
0.94375,9,151.623744
0.95625,7,151.655649
0.98125,3,151.66982
0.98125,3,151.683374
0.975,4,151.702375
0.975,4,151.721175
0.93125,11,151.77431
0.95,8,151.815132
0.95625,7,151.852096
0.96875,5,151.87522
0.98125,3,151.889481
0.98125,3,151.904389
0.95,8,151.966066
0.96875,5,151.988905
0.975,4,152.007084
0.96875,5,152.029884
0.96875,5,152.053946
0.94375,9,152.094676
0.95625,7,152.127503
0.975,4,152.14591
0.9625,6,152.17364
0.98125,3,154.886926
0.96875,5,154.912876
0.975,4,154.931244
0.94375,9,154.975164
0.98125,3,154.990382
0.96875,5,155.013258
0.9375,10,155.059991
0.90625,15,155.133828
0.98125,3,155.148592
0.96875,5,155.172974
0.96875,5,155.199501
0.98125,3,155.212212
0.9625,6,155.240268
0.975,4,155.258919
0.9625,6,155.307212
0.96875,5,155.329889
0.93125,11,155.380485
0.95625,7,155.412352
0.95625,7,155.444147
0.98125,3,155.457835
0.9375,10,155.503791
0.96875,5,158.236186
0.9625,6,158.266084
0.96875,5,158.289152
0.95625,7,158.319782
0.9875,2,158.328562
0.98125,3,158.342173
0.9875,2,158.351564
0.98125,3,158.364888
0.94375,9,158.406477
0.975,4,158.42534
0.975,4,158.447044
0.94375,9,158.491245
0.975,4,158.510082
0.975,4,158.534342
0.95,8,158.57115
0.9625,6,158.599904
0.95,8,158.66072
0.9625,6,158.688627
0.8375,26,158.807628
0.975,4,158.82579
0.95625,7,161.57425
0.9625,6,161.607089
0.975,4,161.626407
0.99375,1,161.631838
0.95,8,161.66867
0.9625,6,161.696044
0.9625,6,161.724068
0.96875,5,161.746442
0.9875,2,161.756226
0.975,4,161.77642
0.95625,7,161.812249
0.91875,13,161.87539
0.99375,1,161.879933
0.93125,11,161.930293
0.96875,5,161.978461
0.975,4,161.997914
0.9625,6,162.027223
0.99375,1,162.032085
0.9625,6,162.060609
0.95,8,162.098484
0.96875,5,162.123688
0.9875,2,162.133391
0.9875,2,162.143123
0.975,4,162.161922
0.9625,6,162.190767
0.96875,5,164.908517
0.9875,2,164.921637
0.95625,7,164.958145
0.95,8,164.99496
0.96875,5,165.019121
0.96875,5,165.040729
0.975,4,165.059088
0.9375,10,165.106145
0.95,8,165.147264
0.975,4,165.166483
0.95625,7,165.20303
0.98125,3,165.218313
0.95,8,165.256533
0.98125,3,165.271639
0.94375,9,165.338023
0.9625,6,165.367434
0.98125,3,165.38142
0.975,4,165.399796
0.96875,5,165.422063
0.9625,6,165.450786
0.95,8,165.487573
0.9875,2,165.496707
0.95625,7,165.528148
0.98125,3,168.234428
0.9625,6,168.26687
0.95625,7,168.299494
0.9375,10,168.344267
0.94375,9,168.386691
0.95,8,168.422503
0.96875,5,168.446531
0.96875,5,168.473499
0.95625,7,168.508296
0.98125,3,168.523392
0.95625,7,168.55866
0.975,4,168.576839
0.98125,3,168.59132
0.98125,3,168.60544
0.98125,3,168.644654
0.96875,5,168.666801
0.9625,6,168.69451
0.9375,10,168.738959
0.95,8,168.775602
0.9625,6,168.80351
0.96875,5,168.825999
0.9625,6,171.606836
0.9875,2,171.617112
0.975,4,171.63746
0.95625,7,171.669328
0.96875,5,171.692387
0.96875,5,171.714794
0.96875,5,171.737866
0.96875,5,171.760273
0.96875,5,171.783557
0.96875,5,171.807123
0.95625,7,171.844988
0.9625,6,171.874858
0.975,4,171.892957
0.975,4,171.917963
0.975,4,171.936183
0.98125,3,171.949772
0.98125,3,171.962931
0.93125,11,172.034552
0.9625,6,172.061076
0.96875,5,172.084629
0.9625,6,172.112648
0.9875,2,172.12199
0.9875,2,172.131877
0.9625,6,172.158735
0.95,8,172.193807
0.975,4,172.214021
0.96875,5,174.998647
0.90625,15,175.072021
0.98125,3,175.085651
0.975,4,175.104432
0.95625,7,175.136651
0.94375,9,175.177911
0.99375,1,175.182985
0.98125,3,175.195764
0.9625,6,175.229506
0.96875,5,175.254334
0.975,4,175.274301
0.9875,2,175.284663
0.975,4,175.306317
0.96875,5,175.330364
0.95625,7,175.363752
0.96875,5,175.410566
0.94375,9,175.454516
0.99375,1,175.459477
0.95625,7,175.492182
0.9625,6,175.519868
0.95,8,175.557537
0.9625,6,175.586072
0.96875,5,175.610157
0.9875,2,175.620474
0.9875,2,175.630629
0.9625,6,189.138471
0.96875,5,189.171731
0.96875,5,189.200251
0.95625,7,189.237269
0.95625,7,189.274615
0.9625,6,189.307582
0.96875,5,189.338491
0.95625,7,189.378263
0.9375,10,189.436261
0.95625,7,189.471717
0.95,8,189.536488
0.9875,2,189.546635
0.96875,5,189.57389
0.99375,1,189.581308
0.975,4,189.606196
0.925,12,189.66902
0.95625,7,189.703504
0.9875,2,189.713753
0.95,8,189.753852
0.9125,14,189.82218
0.9625,6,192.613181
0.98125,3,192.629338
0.98125,3,192.643079
0.99375,1,192.647929
0.96875,5,192.671073
0.9625,6,192.697842
0.9125,14,192.761715
0.99375,1,192.766062
0.975,4,192.783491
0.9875,2,192.792475
0.975,4,192.811567
0.9375,10,192.8631
0.9625,6,192.895425
0.94375,9,192.943224
0.9875,2,192.951958
0.9625,6,193.00656
0.95,8,193.044026
0.95625,7,193.075255
0.9375,10,193.121313
0.975,4,193.13888
0.975,4,193.157495
0.96875,5,193.180708
0.98125,3,193.193972
0.95625,7,195.89977
0.9375,10,195.951832
0.925,12,196.005002
0.95,8,196.042617
0.95625,7,196.073477
0.975,4,196.092518
0.9625,6,196.124253
0.975,4,196.144248
0.9625,6,196.172161
0.90625,15,196.24433
0.96875,5,196.267133
0.95,8,196.328818
0.98125,3,196.342368
0.9625,6,196.37015
0.95625,7,196.402796
0.9625,6,196.430203
0.975,4,196.44885
0.95,8,196.485823
0.95625,7,196.517738
0.9375,10,199.295012
0.9625,6,199.323887
0.94375,9,199.365431
0.96875,5,199.389232
0.94375,9,199.431323
0.98125,3,199.445049
0.98125,3,199.459494
0.96875,5,199.484904
0.9625,6,199.513042
0.99375,1,199.518333
0.98125,3,199.532351
0.975,4,199.557574
0.975,4,199.584866
0.925,12,199.671554
0.96875,5,199.695052
0.98125,3,199.709248
0.975,4,199.727426
0.9625,6,199.754451
0.975,4,199.772384
0.9625,6,199.799875
0.95625,7,199.83304
0.95625,7,199.864024
0.94375,9,202.63484
0.9375,10,202.687179
0.975,4,202.705575
0.975,4,202.72463
0.99375,1,202.72898
0.9375,10,202.775618
0.9625,6,202.804295
0.9875,2,202.813131
0.9625,6,202.844717
0.98125,3,202.862121
0.94375,9,202.908479
0.925,12,202.966387
0.9375,10,203.040279
0.94375,9,203.082204
0.98125,3,203.0969
0.99375,1,203.101783
0.95,8,203.140577
0.9625,6,203.167113
0.95,8,203.203972
0.95625,7,203.236518
0.94375,9,205.947226
0.975,4,205.968615
0.95,8,206.006419
0.96875,5,206.029562
0.975,4,206.048854
0.93125,11,206.099737
0.9375,10,206.14678
0.9375,10,206.195259
0.94375,9,206.240686
0.96875,5,206.262836
0.95,8,206.298889
0.93125,11,206.374949
0.95,8,206.412284
0.975,4,206.430076
0.98125,3,206.444589
0.9875,2,206.453071
0.94375,9,206.49647
0.95625,7,206.528037
0.96875,5,206.549931
0.975,4,209.245636
0.93125,11,209.301906
0.94375,9,209.343612
0.95625,7,209.374983
0.94375,9,209.416101
0.96875,5,209.438708
0.925,12,209.498256
0.93125,11,209.553037
0.9375,10,209.611154
0.975,4,209.650811
0.94375,9,209.69309
0.94375,9,209.735377
0.9375,10,209.780674
0.9375,10,209.82766
0.94375,9,209.867995
0.975,4,212.590694
0.975,4,212.612279
0.96875,5,212.636532
0.9875,2,212.646368
0.98125,3,212.659457
0.94375,9,212.699303
0.98125,3,212.713428
0.9625,6,212.740505
0.975,4,212.759433
0.96875,5,212.782689
0.975,4,212.801631
0.9625,6,212.833326
0.975,4,212.853949
0.90625,15,212.929758
0.975,4,212.947673
0.96875,5,212.99663
0.9625,6,213.023963
0.975,4,213.042655
0.96875,5,213.063921
0.96875,5,213.086513
0.9625,6,213.114442
0.9875,2,213.12378
0.925,12,213.178744
0.98125,3,213.19283
