#{"t_start": 1673387625.80044, "env_id": "MiniGrid-Empty-Random-6x6-v0"}
r,l,t
0.9875,2,130.759439
0.975,4,130.778708
0.925,12,130.833697
0.9625,6,130.860406
0.99375,1,130.864899
0.9625,6,130.897482
0.975,4,130.916547
0.9625,6,130.947744
0.9625,6,130.98319
0.9375,10,131.030011
0.975,4,131.07486
0.9625,6,131.102138
0.9625,6,131.130558
0.96875,5,131.152885
0.96875,5,131.1779
0.9625,6,131.204721
0.9625,6,131.232638
0.88125,19,144.750967
0.9625,6,144.784514
0.9625,6,144.815756
0.96875,5,144.841872
0.98125,3,144.857661
0.95625,7,144.892703
0.95,8,144.938077
0.9875,2,144.95057
0.9625,6,144.997059
0.98125,3,145.013538
0.95625,7,145.055495
0.98125,3,145.072014
0.9625,6,145.103538
0.95,8,145.162153
0.9625,6,145.192685
0.94375,9,145.23907
0.975,4,145.26028
0.9375,10,145.311674
0.95625,7,145.348401
0.9,16,145.429112
0.95625,7,148.216528
0.9875,2,148.226758
0.96875,5,148.252285
0.94375,9,148.292701
0.975,4,148.311139
0.94375,9,148.351783
0.95625,7,148.384206
0.9625,6,148.414617
0.975,4,148.436797
0.9625,6,148.466496
0.975,4,148.486449
0.975,4,148.509145
0.9875,2,148.517137
0.98125,3,148.531173
0.9625,6,148.558668
0.99375,1,148.563364
0.9875,2,148.600931
0.95625,7,148.633403
0.9875,2,148.642283
0.98125,3,148.655808
0.925,12,148.710861
0.95625,7,148.744479
0.95625,7,148.776112
0.9375,10,148.821664
0.96875,5,151.55805
0.99375,1,151.56307
0.9625,6,151.595767
0.975,4,151.613659
0.9875,2,151.622967
0.975,4,151.641224
0.99375,1,151.64574
0.975,4,151.664572
0.9875,2,151.6735
0.9625,6,151.70194
0.93125,11,151.752953
0.95,8,151.795584
0.96875,5,151.818678
0.95,8,151.860829
0.925,12,151.917454
0.9625,6,151.969188
0.95,8,152.006756
0.9875,2,152.015639
0.975,4,152.034879
0.99375,1,152.039685
0.9625,6,152.066415
0.95,8,152.103321
0.95,8,152.141549
0.98125,3,152.154068
0.9875,2,152.163907
0.98125,3,154.877348
0.98125,3,154.89256
0.9625,6,154.921728
0.95,8,154.960936
0.96875,5,154.984942
0.975,4,155.003615
0.95625,7,155.03627
0.95625,7,155.069037
0.9375,10,155.118714
0.93125,11,155.176443
0.95625,7,155.207578
0.98125,3,155.221006
0.9625,6,155.249124
0.975,4,155.288433
0.95625,7,155.320176
0.94375,9,155.36196
0.9625,6,155.389399
0.9625,6,155.415932
0.9625,6,155.443497
0.91875,13,158.211764
0.95625,7,158.246899
0.95,8,158.28363
0.96875,5,158.305649
0.9625,6,158.332552
0.95,8,158.368587
0.975,4,158.387081
0.975,4,158.405943
0.9625,6,158.437631
0.975,4,158.457286
0.95625,7,158.49066
0.9625,6,158.524709
0.95625,7,158.55623
0.9625,6,158.584939
0.9875,2,158.617887
0.9625,6,158.646505
0.9,16,158.719941
0.96875,5,158.743128
0.95,8,158.780222
0.94375,9,158.820151
0.96875,5,161.558467
0.99375,1,161.564728
0.95625,7,161.603048
0.975,4,161.621902
0.9625,6,161.649041
0.98125,3,161.663214
0.9875,2,161.672959
0.975,4,161.691578
0.975,4,161.709447
0.94375,9,161.752718
0.96875,5,161.77781
0.96875,5,161.802504
0.95,8,161.843326
0.96875,5,161.865501
0.96875,5,161.888369
0.96875,5,161.911611
0.9875,2,161.920614
0.975,4,161.963606
0.94375,9,162.007847
0.93125,11,162.060327
0.95625,7,162.093099
0.98125,3,162.109075
0.9625,6,162.138362
0.98125,3,162.152105
0.96875,5,162.175986
0.96875,5,164.893849
0.975,4,164.917397
0.975,4,164.938498
0.9875,2,164.948397
0.96875,5,164.972096
0.98125,3,164.985412
0.9625,6,165.014082
0.95,8,165.049072
0.93125,11,165.101779
0.9625,6,165.131864
0.96875,5,165.15638
0.98125,3,165.169542
0.98125,3,165.188251
0.95,8,165.226815
0.94375,9,165.297064
0.975,4,165.314255
0.975,4,165.334006
0.96875,5,165.357693
0.95625,7,165.390067
0.98125,3,165.403302
0.975,4,165.421706
0.9625,6,165.449425
0.98125,3,165.463794
0.94375,9,165.505611
0.9875,2,165.514032
0.96875,5,168.229692
0.9625,6,168.262615
0.98125,3,168.276725
0.95625,7,168.30815
0.95,8,168.344574
0.9625,6,168.372432
0.9875,2,168.381061
0.9625,6,168.408172
0.94375,9,168.452277
0.9625,6,168.483681
0.95625,7,168.520576
0.96875,5,168.544272
0.94375,9,168.585641
0.96875,5,168.634818
0.95625,7,168.666207
0.96875,5,168.689121
0.95,8,168.724615
0.98125,3,168.738833
0.96875,5,168.761662
0.95625,7,168.79373
0.98125,3,168.807213
0.98125,3,168.821168
0.9875,2,168.830309
0.975,4,171.602498
0.95625,7,171.637856
0.975,4,171.655059
0.99375,1,171.659827
0.95,8,171.695914
0.95625,7,171.728189
0.975,4,171.745793
0.95625,7,171.77814
0.96875,5,171.803918
0.9875,2,171.814015
0.975,4,171.835736
0.9625,6,171.865264
0.96875,5,171.889944
0.9875,2,171.902643
0.96875,5,171.926122
0.975,4,171.943966
0.9375,10,172.011457
0.96875,5,172.033012
0.9625,6,172.060678
0.9625,6,172.089243
0.95625,7,172.121842
0.98125,3,172.134913
0.9875,2,172.144421
0.9625,6,172.170918
0.975,4,172.190016
0.9875,2,172.198927
0.94375,9,175.004196
0.95625,7,175.039166
0.96875,5,175.06236
0.99375,1,175.066712
0.96875,5,175.089925
0.95,8,175.127107
0.94375,9,175.168384
0.9625,6,175.197605
0.99375,1,175.203307
0.99375,1,175.209148
0.9625,6,175.239783
0.95625,7,175.275106
0.9875,2,175.28659
0.9625,6,175.315236
0.98125,3,175.329856
0.9625,6,175.358018
0.95,8,175.419584
0.9875,2,175.430568
0.98125,3,175.444641
0.9625,6,175.473583
0.94375,9,175.514751
0.96875,5,175.538372
0.9625,6,175.565261
0.96875,5,175.589743
0.95,8,189.102983
0.9875,2,189.116399
0.96875,5,189.146286
0.9875,2,189.162396
0.98125,3,189.179472
0.95625,7,189.217545
0.9625,6,189.249173
0.975,4,189.270396
0.96875,5,189.298187
0.99375,1,189.304518
0.98125,3,189.322517
0.94375,9,189.37468
0.95625,7,189.415457
0.98125,3,189.431678
0.9625,6,189.461999
0.9625,6,189.516463
0.98125,3,189.531818
0.96875,5,189.558024
0.96875,5,189.590789
0.98125,3,189.607815
0.9875,2,189.619811
0.95625,7,189.65445
0.9625,6,189.684299
0.95,8,189.723963
0.95,8,189.762819
0.9625,6,189.793797
0.9375,10,192.604088
0.98125,3,192.619141
0.96875,5,192.642802
0.98125,3,192.656894
0.91875,13,192.715871
0.9625,6,192.742673
0.98125,3,192.756368
0.8875,18,192.84363
0.975,4,192.862517
0.9625,6,192.894838
0.96875,5,192.922671
0.96875,5,192.946802
0.95625,7,193.006903
0.99375,1,193.011441
0.94375,9,193.052243
0.95625,7,193.08449
0.925,12,193.1388
0.96875,5,193.161988
0.95,8,193.19742
0.975,4,195.890024
0.9625,6,195.921718
0.9625,6,195.950917
0.975,4,195.969498
0.975,4,195.98677
0.98125,3,196.000004
0.99375,1,196.004354
0.98125,3,196.018498
0.975,4,196.037337
0.975,4,196.054919
0.975,4,196.073278
0.975,4,196.093418
0.95,8,196.134566
0.95625,7,196.167595
0.94375,9,196.211078
0.96875,5,196.234584
0.975,4,196.253003
0.9625,6,196.304892
0.94375,9,196.346417
0.95625,7,196.378984
0.8875,18,196.462093
0.96875,5,196.486176
0.96875,5,196.508185
0.9625,6,199.264707
0.99375,1,199.269484
0.98125,3,199.285099
0.95,8,199.323944
0.975,4,199.341993
0.94375,9,199.384876
0.96875,5,199.407751
0.975,4,199.42628
0.9875,2,199.435702
0.96875,5,199.460431
0.91875,13,199.522451
0.95625,7,199.569185
0.95625,7,199.614935
0.96875,5,199.65748
0.98125,3,199.67083
0.95625,7,199.7041
0.9625,6,199.731728
0.95625,7,199.762299
0.9625,6,199.790373
0.89375,17,199.86888
0.9625,6,202.625156
0.95,8,202.668024
0.98125,3,202.682824
0.96875,5,202.704865
0.98125,3,202.719196
0.95625,7,202.751996
0.95,8,202.789595
0.9625,6,202.819109
0.975,4,202.84025
0.975,4,202.863515
0.95625,7,202.899027
0.96875,5,202.92445
0.95625,7,202.956778
0.99375,1,202.96146
0.98125,3,202.976399
0.98125,3,202.990648
0.9625,6,203.044269
0.975,4,203.062172
0.98125,3,203.077128
0.96875,5,203.102214
0.9875,2,203.112329
0.95625,7,203.144265
0.9125,14,203.207997
0.96875,5,203.231923
0.9375,10,205.949004
0.98125,3,205.964892
0.975,4,205.983339
0.96875,5,206.005783
0.96875,5,206.028437
0.9375,10,206.076574
0.9875,2,206.085526
0.9875,2,206.094502
0.95,8,206.131091
0.98125,3,206.14615
0.96875,5,206.171787
0.95,8,206.209243
0.95625,7,206.243332
0.95,8,206.280758
0.9875,2,206.289176
0.95,8,206.351929
0.975,4,206.370371
0.94375,9,206.411012
0.975,4,206.42959
0.975,4,206.449549
0.9875,2,206.458602
0.9625,6,206.486782
0.98125,3,206.500953
0.96875,5,206.522508
0.96875,5,206.544461
0.98125,3,209.235874
0.975,4,209.258134
0.96875,5,209.282489
0.96875,5,209.306185
0.94375,9,209.346015
0.975,4,209.365407
0.96875,5,209.388245
0.9875,2,209.396844
0.925,12,209.453023
0.975,4,209.473747
0.9375,10,209.522413
0.96875,5,209.547953
0.95,8,209.595171
0.95,8,209.654546
0.95625,7,209.688238
0.9875,2,209.698026
0.95625,7,209.729758
0.9625,6,209.756453
0.95,8,209.793696
0.975,4,209.812826
0.96875,5,209.83589
0.95,8,212.576181
0.98125,3,212.591328
0.96875,5,212.618678
0.975,4,212.636472
0.99375,1,212.640945
0.96875,5,212.662934
0.95,8,212.699661
0.925,12,212.754338
0.96875,5,212.776902
0.9625,6,212.80854
0.96875,5,212.83394
0.96875,5,212.858585
0.975,4,212.883319
0.95625,7,212.915424
0.95625,7,212.946511
0.98125,3,212.986681
0.95625,7,213.018907
0.975,4,213.037425
0.975,4,213.054009
0.9375,10,213.10036
0.98125,3,213.114203
0.93125,11,213.164641
0.98125,3,213.177906
