#{"t_start": 1673387625.791161, "env_id": "MiniGrid-Empty-Random-6x6-v0"}
r,l,t
0.975,4,110.524474
0.98125,3,110.538612
0.98125,3,110.553239
0.98125,3,110.571066
0.96875,5,110.598
0.9875,2,110.60818
0.9625,6,110.640178
0.98125,3,110.653932
0.98125,3,110.667142
0.975,4,110.685719
0.94375,9,110.752937
0.975,4,110.771106
0.975,4,110.7902
0.925,12,110.84664
0.95,8,110.890373
0.95,8,110.929626
0.9875,2,110.94054
0.9125,14,113.713261
0.975,4,113.735367
0.96875,5,113.760218
0.9625,6,113.78725
0.98125,3,113.800363
0.96875,5,113.823242
0.96875,5,113.846535
0.9875,2,113.855434
0.99375,1,113.860091
0.975,4,113.878
0.9875,2,113.887031
0.95625,7,113.919442
0.975,4,113.94156
0.9375,10,113.990739
0.9875,2,114.00245
0.95625,7,114.035304
0.975,4,114.053734
0.975,4,114.073362
0.95625,7,114.133547
0.93125,11,114.185995
0.9875,2,114.195775
0.99375,1,114.200453
0.99375,1,114.205397
0.98125,3,114.219764
0.95625,7,114.253495
0.94375,9,114.296506
0.975,4,114.316925
0.98125,3,114.332495
0.98125,3,117.053668
0.96875,5,117.078435
0.9625,6,117.108868
0.95,8,117.145313
0.98125,3,117.159227
0.975,4,117.176266
0.96875,5,117.199487
0.95,8,117.235292
0.98125,3,117.248654
0.9875,2,117.259363
0.9625,6,117.289715
0.9625,6,117.318119
0.975,4,117.337289
0.925,12,117.397265
0.96875,5,117.420999
0.95,8,117.483438
0.95,8,117.522422
0.975,4,117.540877
0.95625,7,117.575192
0.9625,6,117.603592
0.98125,3,117.617517
0.95,8,117.653598
0.975,4,117.672115
0.96875,5,120.413272
0.91875,13,120.478707
0.975,4,120.496989
0.95625,7,120.529809
0.975,4,120.547826
0.9875,2,120.558217
0.96875,5,120.580543
0.9625,6,120.610763
0.9375,10,120.661808
0.975,4,120.680472
0.98125,3,120.697108
0.95625,7,120.733945
0.9875,2,120.743613
0.96875,5,120.765487
0.95625,7,120.823026
0.98125,3,120.837335
0.94375,9,120.877439
0.975,4,120.895075
0.91875,13,120.957094
0.975,4,120.97489
0.96875,5,120.998405
0.9625,6,121.026228
0.9875,2,123.74067
0.96875,5,123.765577
0.95,8,123.806538
0.9625,6,123.834681
0.95625,7,123.866073
0.9625,6,123.893063
0.9875,2,123.902894
0.96875,5,123.924219
0.9625,6,123.953457
0.98125,3,123.967851
0.95,8,124.00988
0.96875,5,124.035014
0.9875,2,124.046469
0.975,4,124.065404
0.975,4,124.082688
0.98125,3,124.096533
0.95625,7,124.150505
0.96875,5,124.17359
0.9625,6,124.200174
0.96875,5,124.223847
0.9375,10,124.272416
0.9625,6,124.299629
0.9625,6,124.32732
0.98125,3,124.34312
0.95,8,127.341802
0.9625,6,127.372505
0.9625,6,127.402946
0.94375,9,127.44375
0.9625,6,127.47161
0.975,4,127.490003
0.95,8,127.526033
0.94375,9,127.572119
0.88125,19,127.663443
0.91875,13,127.755216
0.96875,5,127.77846
0.925,12,127.831347
0.95625,7,127.863094
0.96875,5,127.886714
0.98125,3,127.900151
0.93125,11,127.94945
0.9625,6,130.683006
0.95625,7,130.721809
0.975,4,130.741038
0.9625,6,130.768524
0.95,8,130.806159
0.975,4,130.825245
0.98125,3,130.838199
0.9125,14,130.906669
0.99375,1,130.911071
0.99375,1,130.916315
0.975,4,130.935
0.9375,10,130.9924
0.975,4,131.010758
0.975,4,131.030438
0.95,8,131.093262
0.9875,2,131.102013
0.96875,5,131.125951
0.975,4,131.144041
0.975,4,131.162131
0.98125,3,131.177161
0.9625,6,131.205234
0.9625,6,131.232484
0.98125,3,131.246238
0.975,4,131.264463
0.96875,5,131.287809
0.975,4,131.305665
0.96875,5,144.760195
0.975,4,144.783316
0.95,8,144.825162
0.975,4,144.845614
0.9625,6,144.876778
0.98125,3,144.891883
0.975,4,144.912694
0.95625,7,144.953144
0.96875,5,144.991512
0.9375,10,145.053746
0.9625,6,145.086666
0.95625,7,145.122963
0.975,4,145.160373
0.975,4,145.181924
0.9625,6,145.21157
0.95625,7,145.248084
0.98125,3,145.263831
0.98125,3,145.278656
0.975,4,145.298849
0.9875,2,145.310046
0.98125,3,145.325305
0.9625,6,145.357931
0.99375,1,145.362635
0.96875,5,145.387886
0.94375,9,145.433139
0.96875,5,148.208002
0.95625,7,148.245938
0.95625,7,148.280046
0.9625,6,148.306855
0.95,8,148.342843
0.975,4,148.360942
0.98125,3,148.374943
0.94375,9,148.417953
0.99375,1,148.423698
0.9375,10,148.475606
0.9625,6,148.509293
0.96875,5,148.530648
0.95,8,148.567633
0.95,8,148.63322
0.96875,5,148.65609
0.96875,5,148.678876
0.9625,6,148.705975
0.95625,7,148.739021
0.9875,2,148.749214
0.94375,9,148.789472
0.9625,6,148.818084
0.98125,3,148.83079
0.9875,2,151.551347
0.9625,6,151.58341
0.95,8,151.622895
0.9875,2,151.632144
0.95,8,151.66911
0.96875,5,151.691414
0.9625,6,151.720594
0.95625,7,151.753543
0.975,4,151.773709
0.975,4,151.794702
0.95625,7,151.828158
0.975,4,151.851291
0.9625,6,151.878617
0.96875,5,151.903613
0.93125,11,151.978278
0.94375,9,152.020894
0.99375,1,152.024882
0.9875,2,152.035059
0.9875,2,152.043626
0.95,8,152.080071
0.975,4,152.099399
0.975,4,152.117682
0.93125,11,152.168538
0.96875,5,154.89056
0.9625,6,154.922424
0.95,8,154.959785
0.96875,5,154.984845
0.98125,3,154.998778
0.9625,6,155.026861
0.975,4,155.045208
0.9625,6,155.073647
0.95,8,155.112897
0.96875,5,155.138495
0.99375,1,155.143115
0.9625,6,155.172399
0.99375,1,155.178861
0.98125,3,155.194163
0.95,8,155.230098
0.94375,9,155.29287
0.9875,2,155.302396
0.9625,6,155.329452
0.9625,6,155.356995
0.975,4,155.375636
0.96875,5,155.398687
0.96875,5,155.420984
0.95625,7,155.452647
0.975,4,155.471362
0.96875,5,155.493891
0.9625,6,158.230592
0.95625,7,158.265774
0.91875,13,158.323734
0.9625,6,158.351202
0.95625,7,158.382644
0.9125,14,158.451937
0.95625,7,158.486101
0.9625,6,158.516561
0.95625,7,158.550058
0.98125,3,158.565247
0.98125,3,158.578663
0.95625,7,158.636175
0.975,4,158.654607
0.96875,5,158.678368
0.9375,10,158.724354
0.95625,7,158.756983
0.95625,7,158.789557
0.975,4,158.807204
0.975,4,158.825034
0.95625,7,161.57411
0.98125,3,161.591646
0.98125,3,161.606378
0.98125,3,161.62096
0.9625,6,161.649719
0.975,4,161.667957
0.91875,13,161.728419
0.96875,5,161.751042
0.96875,5,161.775722
0.9625,6,161.806394
0.98125,3,161.821306
0.975,4,161.840664
0.975,4,161.862549
0.96875,5,161.884283
0.96875,5,161.90662
0.9875,2,161.91638
0.925,12,161.99751
0.975,4,162.017036
0.96875,5,162.040802
0.90625,15,162.11334
0.95,8,162.151982
0.9375,10,164.893865
0.98125,3,164.908231
0.98125,3,164.926539
0.975,4,164.948146
0.98125,3,164.962187
0.9375,10,165.008627
0.95625,7,165.040182
0.99375,1,165.045077
0.96875,5,165.068775
0.95625,7,165.100927
0.94375,9,165.147072
0.9625,6,165.174163
0.95,8,165.217564
0.96875,5,165.240848
0.975,4,165.260312
0.9875,2,165.271024
0.94375,9,165.337384
0.96875,5,165.3617
0.98125,3,165.375585
0.9625,6,165.403435
0.95,8,165.439729
0.94375,9,165.482815
0.975,4,165.500858
0.9875,2,165.509567
0.95,8,168.238695
0.95,8,168.280912
0.95625,7,168.312846
0.975,4,168.330791
0.975,4,168.349408
0.9625,6,168.377
0.9875,2,168.38595
0.975,4,168.403937
0.96875,5,168.426044
0.95625,7,168.461495
0.975,4,168.48373
0.95,8,168.522966
0.99375,1,168.529798
0.96875,5,168.55341
0.96875,5,168.576214
0.99375,1,168.5815
0.98125,3,168.59483
0.9875,2,168.604668
0.9625,6,168.657312
0.96875,5,168.680635
0.9625,6,168.707165
0.975,4,168.723944
0.975,4,168.74269
0.975,4,168.760738
0.98125,3,168.774799
0.98125,3,168.789582
0.94375,9,168.830403
0.96875,5,171.606414
0.95,8,171.646834
0.98125,3,171.659113
0.95625,7,171.691807
0.95625,7,171.723878
0.95625,7,171.755061
0.975,4,171.773966
0.9625,6,171.802108
0.93125,11,171.858717
0.95625,7,171.892351
0.975,4,171.917484
0.99375,1,171.922072
0.9375,10,171.966841
0.9875,2,171.976001
0.95625,7,172.029693
0.9625,6,172.056204
0.98125,3,172.069931
0.95,8,172.10709
0.975,4,172.125997
0.96875,5,172.149052
0.96875,5,172.170866
0.95625,7,172.203981
0.9625,6,174.992835
0.9625,6,175.023922
0.93125,11,175.075968
0.98125,3,175.089429
0.95625,7,175.123
0.96875,5,175.146192
0.9625,6,175.172758
0.94375,9,175.218444
0.98125,3,175.23438
0.975,4,175.253903
0.98125,3,175.269142
0.93125,11,175.324554
0.96875,5,175.34889
0.96875,5,175.37218
0.95,8,175.434424
0.99375,1,175.439044
0.9625,6,175.468809
0.9625,6,175.496559
0.9625,6,175.523895
0.975,4,175.542095
0.9625,6,175.570852
0.9625,6,175.600491
0.9625,6,175.630118
0.95625,7,189.144018
0.975,4,189.171582
0.96875,5,189.20004
0.975,4,189.22137
0.975,4,189.242496
0.96875,5,189.26904
0.98125,3,189.285445
0.975,4,189.307435
0.975,4,189.331732
0.9625,6,189.366629
0.95625,7,189.407346
0.975,4,189.430334
0.95625,7,189.466213
0.9625,6,189.520392
0.9625,6,189.55112
0.96875,5,189.580621
0.99375,1,189.587431
0.94375,9,189.639227
0.95625,7,189.673646
0.9875,2,189.683103
0.98125,3,189.698266
0.975,4,189.718228
0.96875,5,189.743488
0.975,4,189.762768
0.9875,2,189.771895
0.95625,7,189.80776
0.9625,6,192.598036
0.94375,9,192.642837
0.93125,11,192.693063
0.98125,3,192.706208
0.94375,9,192.74723
0.96875,5,192.769789
0.9625,6,192.796716
0.975,4,192.81672
0.9625,6,192.847678
0.98125,3,192.862296
0.9875,2,192.870126
0.96875,5,192.898938
0.95,8,192.941139
0.975,4,192.960158
0.9625,6,193.015759
0.96875,5,193.038666
0.95625,7,193.070333
0.975,4,193.088281
0.975,4,193.107357
0.96875,5,193.129623
0.975,4,193.147576
0.96875,5,193.171038
0.9625,6,193.197584
0.9625,6,195.899082
0.95,8,195.941269
0.99375,1,195.946893
0.96875,5,195.968787
0.95,8,196.004219
0.94375,9,196.04641
0.94375,9,196.086844
0.9625,6,196.118542
0.975,4,196.138907
0.96875,5,196.162757
0.95625,7,196.198428
0.9625,6,196.225292
0.98125,3,196.238535
0.8875,18,196.346517
0.95625,7,196.379026
0.9875,2,196.38801
0.96875,5,196.411518
0.96875,5,196.433641
0.95625,7,196.466573
0.96875,5,196.49013
0.9625,6,196.517504
0.9875,2,199.252439
0.98125,3,199.268079
0.9625,6,199.300014
0.98125,3,199.315036
0.96875,5,199.337105
0.88125,19,199.426411
0.98125,3,199.439672
0.95,8,199.479233
0.925,12,199.536553
0.95625,7,199.58451
0.9625,6,199.623967
0.9875,2,199.652232
0.9875,2,199.662187
0.975,4,199.68011
0.98125,3,199.694792
0.9875,2,199.703951
0.925,12,199.758791
0.925,12,199.813401
0.94375,9,199.854367
0.98125,3,199.868262
0.9375,10,202.64514
0.98125,3,202.662152
0.96875,5,202.686518
0.925,12,202.742765
0.95625,7,202.774911
0.95625,7,202.808101
0.96875,5,202.833541
0.96875,5,202.861314
0.95,8,202.90236
0.91875,13,202.965406
0.975,4,202.985666
0.9125,14,203.076881
0.93125,11,203.13115
0.98125,3,203.144808
0.875,20,203.236152
0.975,4,203.254472
0.975,4,205.94183
0.95,8,205.982838
0.95625,7,206.014849
0.9625,6,206.043438
0.9375,10,206.09042
0.975,4,206.109041
0.975,4,206.126193
0.95,8,206.166189
0.9875,2,206.176704
0.95,8,206.214038
0.9625,6,206.244834
0.91875,13,206.303181
0.9625,6,206.355744
0.96875,5,206.379528
0.93125,11,206.429239
0.96875,5,206.45234
0.9625,6,206.482028
0.98125,3,206.49593
0.96875,5,206.518194
0.96875,5,206.540419
0.975,4,206.559341
0.95625,7,209.271746
0.9625,6,209.301093
0.98125,3,209.315355
0.975,4,209.33351
0.9625,6,209.360764
0.98125,3,209.374398
0.95,8,209.411214
0.94375,9,209.452425
0.975,4,209.471607
0.95,8,209.512029
0.9625,6,209.542327
0.95625,7,209.580192
0.96875,5,209.610762
0.95,8,209.668471
0.95625,7,209.702299
0.89375,17,209.779996
0.9625,6,209.808011
0.9625,6,209.835854
0.95625,7,209.867815
0.9125,14,212.641192
0.9375,10,212.685146
0.98125,3,212.698511
0.94375,9,212.740215
0.9875,2,212.749567
0.975,4,212.767696
0.9625,6,212.796608
0.95,8,212.83673
0.9875,2,212.847691
0.9625,6,212.879942
0.9625,6,212.910971
0.9625,6,212.938169
0.975,4,212.955625
0.96875,5,213.005082
0.99375,1,213.009896
0.9625,6,213.036988
0.9625,6,213.063287
0.98125,3,213.077018
0.975,4,213.094601
0.96875,5,213.118093
0.98125,3,213.13298
0.99375,1,213.137191
0.975,4,213.155386
0.95625,7,213.186949
