#{"t_start": 1673387625.767851, "env_id": "MiniGrid-Empty-Random-6x6-v0"}
r,l,t
0.925,12,148.643573
0.96875,5,148.665442
0.9,16,148.737525
0.9125,14,148.80393
0.95625,7,148.835624
0.99375,1,148.841203
0.96875,5,151.57433
0.95625,7,151.611809
0.95625,7,151.646019
0.98125,3,151.659696
0.975,4,151.677912
0.975,4,151.696795
0.9625,6,151.724794
0.9875,2,151.733856
0.98125,3,151.748113
0.98125,3,151.761294
0.975,4,151.781158
0.975,4,151.801222
0.9375,10,151.850995
0.9875,2,151.862038
0.9625,6,151.892815
0.9875,2,151.901765
0.9875,2,151.911972
0.9625,6,151.940452
0.95,8,152.001055
0.95625,7,152.033492
0.9625,6,152.062777
0.9375,10,152.108337
0.975,4,152.126862
0.975,4,152.145276
0.975,4,152.163502
0.975,4,152.182359
0.95,8,154.918579
0.95,8,154.95968
0.9625,6,154.986952
0.9875,2,154.997604
0.9625,6,155.026792
0.96875,5,155.049458
0.99375,1,155.054268
0.95,8,155.091626
0.95625,7,155.125261
0.96875,5,155.150744
0.98125,3,155.166342
0.9625,6,155.195268
0.99375,1,155.201759
0.98125,3,155.217001
0.96875,5,155.239591
0.9625,6,155.267084
0.975,4,155.286266
0.9875,2,155.315785
0.9875,2,155.325324
0.9875,2,155.33415
0.9625,6,155.361736
0.9875,2,155.370548
0.98125,3,155.384349
0.9625,6,155.412372
0.925,12,155.466671
0.9625,6,155.494243
0.9625,6,155.521854
0.96875,5,158.253299
0.9875,2,158.263676
0.95,8,158.302658
0.975,4,158.320441
0.9625,6,158.346408
0.975,4,158.364634
0.9625,6,158.392061
0.9625,6,158.419018
0.9625,6,158.447903
0.94375,9,158.494175
0.98125,3,158.508952
0.975,4,158.527556
0.975,4,158.551952
0.96875,5,158.574396
0.9625,6,158.603306
0.94375,9,158.668965
0.90625,15,158.738138
0.96875,5,158.761606
0.98125,3,158.775187
0.98125,3,158.7894
0.93125,11,158.839269
0.9375,10,161.605088
0.95,8,161.644168
0.9625,6,161.672698
0.96875,5,161.695311
0.975,4,161.713723
0.99375,1,161.718494
0.98125,3,161.732611
0.98125,3,161.746425
0.95,8,161.784599
0.9625,6,161.814853
0.98125,3,161.82953
0.9625,6,161.858434
0.98125,3,161.875051
0.93125,11,161.924886
0.96875,5,161.948126
0.95625,7,162.005305
0.96875,5,162.029377
0.9875,2,162.03957
0.98125,3,162.054337
0.95,8,162.092643
0.9375,10,162.141237
0.9625,6,162.170377
0.9625,6,162.198816
0.95,8,164.930928
0.95625,7,164.970501
0.98125,3,164.985181
0.9875,2,164.994467
0.99375,1,164.999263
0.96875,5,165.022701
0.94375,9,165.063026
0.95625,7,165.09602
0.96875,5,165.117792
0.95625,7,165.154777
0.95625,7,165.18891
0.975,4,165.208271
0.975,4,165.230212
0.99375,1,165.234808
0.9875,2,165.24496
0.98125,3,165.25874
0.96875,5,165.283325
0.95625,7,165.342177
0.96875,5,165.365299
0.975,4,165.384915
0.96875,5,165.408611
0.975,4,165.426699
0.95625,7,165.45847
0.98125,3,165.47314
0.9625,6,165.500515
0.98125,3,165.514234
0.99375,1,165.519036
0.9875,2,165.528393
0.94375,9,168.261336
0.9625,6,168.294694
0.95625,7,168.326682
0.975,4,168.344743
0.9625,6,168.372176
0.96875,5,168.395395
0.9625,6,168.423054
0.98125,3,168.435658
0.975,4,168.453785
0.9875,2,168.464047
0.95,8,168.506621
0.9625,6,168.535071
0.96875,5,168.56355
0.96875,5,168.586108
0.93125,11,168.662388
0.98125,3,168.675944
0.975,4,168.694213
0.95,8,168.729852
0.9625,6,168.756329
0.98125,3,168.770917
0.95,8,168.808345
0.95625,7,168.839478
0.96875,5,168.862307
0.9875,2,168.872173
0.99375,1,171.628763
0.95625,7,171.663981
0.9625,6,171.691677
0.975,4,171.71048
0.925,12,171.764578
0.9625,6,171.792203
0.9625,6,171.820486
0.95,8,171.862588
0.95625,7,171.897244
0.9625,6,171.928534
0.96875,5,171.954212
0.95625,7,171.985445
0.9625,6,172.034705
0.95625,7,172.065195
0.95,8,172.101964
0.975,4,172.121149
0.98125,3,172.135081
0.9625,6,172.162631
0.95625,7,172.193873
0.96875,5,172.216247
0.9625,6,172.245338
0.96875,5,175.03058
0.9875,2,175.040955
0.94375,9,175.085572
0.98125,3,175.098876
0.95625,7,175.131094
0.95625,7,175.163916
0.95,8,175.200262
0.975,4,175.218171
0.88125,19,175.318399
0.95,8,175.357186
0.95625,7,175.390454
0.975,4,175.433001
0.98125,3,175.446841
0.98125,3,175.462102
0.95625,7,175.496845
0.9625,6,175.524183
0.96875,5,175.54717
0.95,8,175.584439
0.96875,5,175.608162
0.95,8,175.647605
0.975,4,189.140989
0.95625,7,189.18588
0.975,4,189.211487
0.98125,3,189.228093
0.9875,2,189.23919
0.9375,10,189.291483
0.95,8,189.336654
0.96875,5,189.366364
0.98125,3,189.383383
0.98125,3,189.400784
0.96875,5,189.429545
0.9625,6,189.463739
0.95625,7,189.499445
0.9625,6,189.553595
0.96875,5,189.578853
0.9625,6,189.61586
0.96875,5,189.645632
0.99375,1,189.651616
0.9625,6,189.68174
0.96875,5,189.706392
0.9875,2,189.716122
0.9625,6,189.745886
0.96875,5,189.771131
0.95,8,189.809587
0.9875,2,189.820347
0.9375,10,192.629516
0.90625,15,192.702571
0.98125,3,192.71594
0.91875,13,192.77481
0.975,4,192.79284
0.975,4,192.810279
0.975,4,192.828582
0.9625,6,192.860387
0.95,8,192.90084
0.9875,2,192.912807
0.96875,5,192.937694
0.975,4,192.960868
0.9375,10,193.034413
0.9625,6,193.061346
0.9375,10,193.107128
0.98125,3,193.120987
0.9375,10,193.166084
0.95,8,193.203118
0.96875,5,193.225762
0.95625,7,195.932018
0.975,4,195.953664
0.98125,3,195.969896
0.95625,7,196.001555
0.975,4,196.01879
0.9625,6,196.04559
0.96875,5,196.069542
0.9625,6,196.095913
0.95625,7,196.130664
0.94375,9,196.176089
0.96875,5,196.199646
0.9875,2,196.211367
0.96875,5,196.235118
0.95625,7,196.266787
0.9875,2,196.276075
0.9375,10,196.346204
0.95,8,196.383686
0.96875,5,196.406424
0.9875,2,196.416111
0.96875,5,196.438774
0.98125,3,196.452531
0.98125,3,196.465998
0.9625,6,196.493998
0.9375,10,196.540108
0.96875,5,199.290357
0.94375,9,199.337925
0.95625,7,199.369985
0.96875,5,199.392589
0.95625,7,199.425745
0.86875,21,199.526713
0.9875,2,199.535469
0.98125,3,199.550076
0.96875,5,199.57942
0.9625,6,199.619284
0.98125,3,199.640714
0.96875,5,199.684773
0.96875,5,199.707733
0.925,12,199.763592
0.98125,3,199.776825
0.96875,5,199.799929
0.975,4,199.817297
0.9625,6,199.845681
0.91875,13,199.905513
0.95625,7,202.668221
0.925,12,202.727949
0.93125,11,202.77908
0.9625,6,202.806462
0.98125,3,202.821599
0.9625,6,202.851205
0.95625,7,202.88905
0.925,12,202.951866
0.95,8,202.988593
0.9875,2,202.998905
0.9875,2,203.008228
0.9625,6,203.062718
0.96875,5,203.085426
0.925,12,203.144276
0.95,8,203.181327
0.96875,5,203.203779
0.94375,9,203.244572
0.95625,7,203.277604
0.93125,11,206.001537
0.95,8,206.03766
0.98125,3,206.051919
0.93125,11,206.10449
0.975,4,206.122187
0.95,8,206.158198
0.96875,5,206.183416
0.95625,7,206.217578
0.9625,6,206.246669
0.9375,10,206.293924
0.95,8,206.331108
0.975,4,206.373724
0.9875,2,206.383907
0.96875,5,206.407098
0.9625,6,206.434678
0.94375,9,206.475415
0.95625,7,206.509386
0.9625,6,206.53738
0.95625,7,206.567963
0.9875,2,206.576589
0.96875,5,209.276465
0.95625,7,209.314576
0.975,4,209.333364
0.9625,6,209.36118
0.9875,2,209.370644
0.975,4,209.387998
0.94375,9,209.428766
0.9875,2,209.438544
0.9875,2,209.448233
0.95625,7,209.479946
0.9875,2,209.490369
0.95625,7,209.525342
0.99375,1,209.529747
0.99375,1,209.535188
0.9625,6,209.565574
0.91875,13,209.639789
0.94375,9,209.700486
0.975,4,209.720066
0.98125,3,209.735076
0.98125,3,209.748793
0.98125,3,209.76221
0.96875,5,209.784022
0.94375,9,209.82556
0.98125,3,209.840313
0.95625,7,209.872556
0.95,8,212.612961
0.99375,1,212.617517
0.9125,14,212.685883
0.95625,7,212.717283
0.975,4,212.735835
0.925,12,212.790755
0.975,4,212.80906
0.925,12,212.870451
0.9625,6,212.902344
0.95,8,212.942709
0.96875,5,212.965734
0.9375,10,213.037381
0.96875,5,213.059695
0.9875,2,213.069319
0.95625,7,213.099937
0.96875,5,213.12202
0.95625,7,213.15606
0.9625,6,213.183323
0.975,4,213.201266
0.96875,5,213.224282
