#{"t_start": 1673387625.8219159, "env_id": "MiniGrid-Empty-Random-6x6-v0"}
r,l,t
0.96875,5,79.420942
0.98125,3,79.434049
0.96875,5,79.457121
0.9625,6,79.484687
0.95625,7,79.516858
0.9875,2,79.525581
0.98125,3,79.542266
0.94375,9,79.600811
0.98125,3,79.615858
0.975,4,79.634795
0.95625,7,79.671152
0.925,12,79.726091
0.95625,7,79.783558
0.95625,7,79.815247
0.9875,2,79.824671
0.96875,5,79.84774
0.96875,5,79.870423
0.98125,3,79.883794
0.96875,5,79.911283
0.975,4,79.932659
0.95625,7,79.965625
0.99375,1,79.969861
0.94375,9,82.731437
0.93125,11,82.786797
0.95,8,82.823629
0.96875,5,82.846215
0.93125,11,82.895733
0.9875,2,82.904537
0.94375,9,82.951067
0.96875,5,82.974517
0.96875,5,82.998686
0.925,12,83.05983
0.9875,2,83.068788
0.93125,11,83.143564
0.975,4,83.161362
0.96875,5,83.182578
0.9625,6,83.21015
0.98125,3,83.224088
0.99375,1,83.229528
0.94375,9,83.271013
0.975,4,83.290313
0.95,8,83.32934
0.9625,6,86.055842
0.95625,7,86.093676
0.96875,5,86.117314
0.975,4,86.135759
0.9625,6,86.164239
0.975,4,86.182981
0.98125,3,86.196364
0.93125,11,86.246273
0.95,8,86.28804
0.93125,11,86.342208
0.975,4,86.364029
0.95,8,86.400356
0.95625,7,86.455024
0.9625,6,86.482283
0.95625,7,86.513302
0.95625,7,86.544878
0.98125,3,86.558391
0.975,4,86.57636
0.93125,11,86.626461
0.98125,3,86.639474
0.98125,3,86.653519
0.93125,11,100.132569
0.9375,10,100.197121
0.95625,7,100.236966
0.98125,3,100.254021
0.95,8,100.304083
0.96875,5,100.331873
0.95625,7,100.368249
0.96875,5,100.397789
0.9875,2,100.411188
0.96875,5,100.438763
0.96875,5,100.465873
0.9625,6,100.521148
0.96875,5,100.549612
0.98125,3,100.564795
0.95,8,100.610302
0.98125,3,100.627289
0.9875,2,100.638913
0.85,24,100.764147
0.95625,7,100.801466
0.9875,2,100.813519
0.975,4,100.83304
0.975,4,103.598788
0.98125,3,103.615928
0.95,8,103.656082
0.95625,7,103.688422
0.96875,5,103.711999
0.93125,11,103.762046
0.93125,11,103.817072
0.9875,2,103.827951
0.9625,6,103.857578
0.975,4,103.879242
0.93125,11,103.933159
0.95625,7,103.9955
0.9875,2,104.006088
0.9625,6,104.037174
0.9875,2,104.047616
0.96875,5,104.072563
0.975,4,104.093452
0.96875,5,104.116334
0.93125,11,104.170521
0.98125,3,104.184654
0.96875,5,104.209318
0.9375,10,106.968415
0.99375,1,106.975118
0.9625,6,107.003981
0.95625,7,107.036473
0.9625,6,107.066344
0.98125,3,107.080616
0.98125,3,107.094862
0.96875,5,107.11764
0.93125,11,107.169758
0.9375,10,107.226322
0.9625,6,107.26136
0.9375,10,107.310947
0.9625,6,107.360486
0.975,4,107.379791
0.975,4,107.400069
0.975,4,107.420707
0.96875,5,107.446202
0.975,4,107.46419
0.9375,10,107.509714
0.96875,5,107.532311
0.99375,1,107.536693
0.96875,5,107.560724
0.94375,9,110.307269
0.9875,2,110.316304
0.9625,6,110.34994
0.96875,5,110.375453
0.95625,7,110.408837
0.96875,5,110.432154
0.95625,7,110.465043
0.95,8,110.50291
0.95625,7,110.540013
0.96875,5,110.567012
0.925,12,110.627882
0.93125,11,110.677808
0.98125,3,110.71768
0.975,4,110.735444
0.95,8,110.772659
0.95,8,110.810881
0.95,8,110.854083
0.93125,11,110.909586
0.96875,5,110.934956
0.95625,7,113.672412
0.975,4,113.694565
0.8625,22,113.796864
0.9875,2,113.806111
0.95,8,113.842865
0.9875,2,113.851562
0.925,12,113.910918
0.94375,9,113.953085
0.98125,3,113.972056
0.99375,1,113.976609
0.96875,5,113.999006
0.90625,15,114.098064
0.98125,3,114.112406
0.975,4,114.131157
0.93125,11,114.183503
0.98125,3,114.197382
0.95,8,114.236705
0.98125,3,114.251375
0.98125,3,114.26498
0.9875,2,114.27601
0.95,8,117.022777
0.925,12,117.0825
0.96875,5,117.105287
0.96875,5,117.128098
0.95625,7,117.159849
0.95,8,117.195619
0.96875,5,117.217847
0.9625,6,117.25
0.975,4,117.268855
0.98125,3,117.282743
0.95625,7,117.318256
0.975,4,117.338578
0.9875,2,117.348626
0.9625,6,117.375932
0.95625,7,117.433676
0.975,4,117.452616
0.9625,6,117.481541
0.9625,6,117.510041
0.975,4,117.530375
0.98125,3,117.5445
0.95,8,117.581818
0.99375,1,117.586618
0.9875,2,117.596544
0.98125,3,117.609868
0.93125,11,120.377224
0.9625,6,120.40776
0.9625,6,120.437849
0.90625,15,120.508503
0.9625,6,120.535992
0.95625,7,120.568396
0.98125,3,120.584173
0.9125,14,120.653965
0.9625,6,120.690069
0.96875,5,120.712783
0.95625,7,120.743794
0.95625,7,120.801329
0.96875,5,120.824927
0.98125,3,120.837459
0.94375,9,120.880616
0.975,4,120.898973
0.9875,2,120.908938
0.96875,5,120.930777
0.98125,3,120.944111
0.975,4,120.962923
0.96875,5,120.986471
0.975,4,123.709769
0.9375,10,123.761229
0.95625,7,123.794471
0.99375,1,123.799271
0.95625,7,123.830439
0.98125,3,123.843833
0.9875,2,123.85304
0.9375,10,123.897758
0.98125,3,123.911794
0.94375,9,123.957795
0.98125,3,123.973841
0.96875,5,123.998348
0.94375,9,124.043592
0.96875,5,124.065619
0.95625,7,124.119824
0.9625,6,124.147112
0.96875,5,124.169272
0.975,4,124.188766
0.99375,1,124.192765
0.95625,7,124.226473
0.93125,11,124.277947
0.99375,1,124.282175
0.975,4,124.301772
0.94375,9,127.306495
0.95625,7,127.341469
0.9875,2,127.351957
0.925,12,127.408715
0.99375,1,127.412942
0.98125,3,127.427099
0.9625,6,127.455094
0.91875,13,127.514579
0.95625,7,127.550501
0.95625,7,127.583702
0.925,12,127.64385
0.95625,7,127.677551
0.9875,2,127.714895
0.95625,7,127.747534
0.95,8,127.782925
0.9875,2,127.792326
0.99375,1,127.796582
0.95,8,127.832339
0.95,8,127.869185
0.98125,3,127.88345
0.94375,9,127.92361
0.95625,7,130.663936
0.975,4,130.685403
0.98125,3,130.700306
0.96875,5,130.724185
0.96875,5,130.746884
0.9875,2,130.75675
0.99375,1,130.761701
0.98125,3,130.775482
0.95,8,130.812054
0.9625,6,130.838652
0.975,4,130.858374
0.9625,6,130.890325
0.95,8,130.933019
0.93125,11,130.990163
0.975,4,131.008043
0.98125,3,131.046951
0.9625,6,131.075732
0.975,4,131.095181
0.9625,6,131.122561
0.95625,7,131.15622
0.9375,10,131.201682
0.96875,5,131.225125
0.9625,6,131.250847
0.9625,6,144.705491
0.9375,10,144.762883
0.95625,7,144.799135
0.94375,9,144.846023
0.94375,9,144.893121
0.99375,1,144.899153
0.96875,5,144.928927
0.95625,7,144.981115
0.95,8,145.027915
0.94375,9,145.076405
0.9625,6,145.124108
0.975,4,145.145324
0.96875,5,145.171025
0.95625,7,145.207374
0.98125,3,145.223206
0.9625,6,145.253021
0.98125,3,145.268135
0.99375,1,145.273997
0.96875,5,145.299558
0.9625,6,145.331831
0.96875,5,145.356934
0.98125,3,145.371322
0.96875,5,145.395178
0.975,4,148.167708
0.98125,3,148.182184
0.98125,3,148.199464
0.975,4,148.221495
0.95625,7,148.253859
0.9375,10,148.2983
0.9625,6,148.325609
0.9875,2,148.334438
0.94375,9,148.377417
0.9625,6,148.410593
0.93125,11,148.464282
0.98125,3,148.482916
0.98125,3,148.495336
0.975,4,148.513747
0.9875,2,148.52338
0.96875,5,148.546413
0.96875,5,148.597582
0.9625,6,148.625354
0.98125,3,148.63965
0.98125,3,148.653294
0.975,4,148.670997
0.95625,7,148.704145
0.9875,2,148.713255
0.9375,10,148.758636
0.95625,7,148.791626
0.9625,6,151.530448
0.95625,7,151.568204
0.98125,3,151.583449
0.975,4,151.601375
0.98125,3,151.614642
0.95625,7,151.647199
0.9625,6,151.675704
0.99375,1,151.680226
0.9875,2,151.689796
0.95625,7,151.722752
0.96875,5,151.74741
0.96875,5,151.774011
0.9625,6,151.803167
0.91875,13,151.868081
0.975,4,151.88661
0.95625,7,151.943059
0.94375,9,151.98507
0.9875,2,151.994224
0.94375,9,152.036152
0.975,4,152.054478
0.9625,6,152.081708
0.98125,3,152.095981
0.975,4,152.114431
0.96875,5,152.137455
0.96875,5,154.859791
0.93125,11,154.915105
0.975,4,154.933006
0.975,4,154.954008
0.9875,2,154.963372
0.9625,6,154.991152
0.9625,6,155.019895
0.96875,5,155.042684
0.95,8,155.081905
0.9375,10,155.130801
0.9875,2,155.14135
0.99375,1,155.148003
0.98125,3,155.163211
0.975,4,155.180648
0.95625,7,155.21308
0.95625,7,155.266885
0.96875,5,155.289542
0.9625,6,155.317511
0.95625,7,155.349441
0.9375,10,155.394521
0.98125,3,155.408119
0.975,4,155.426704
0.98125,3,155.440514
0.9625,6,155.467714
0.95625,7,158.209886
0.95625,7,158.244238
0.96875,5,158.266827
0.975,4,158.283961
0.975,4,158.302612
0.9625,6,158.32897
0.94375,9,158.370132
0.975,4,158.388398
0.98125,3,158.404867
0.95625,7,158.440498
0.96875,5,158.46413
0.9625,6,158.49826
0.96875,5,158.520473
0.975,4,158.539719
0.95625,7,158.596012
0.96875,5,158.620201
0.9375,10,158.665581
0.99375,1,158.671038
0.96875,5,158.693127
0.96875,5,158.71663
0.9875,2,158.726096
0.975,4,158.7452
0.95,8,158.780597
0.9625,6,158.807808
0.94375,9,161.570781
0.9625,6,161.600215
0.9625,6,161.627225
0.99375,1,161.632673
0.9625,6,161.659724
0.95,8,161.697594
0.9625,6,161.724838
0.9625,6,161.756281
0.95,8,161.795556
0.975,4,161.814901
0.9625,6,161.84389
0.99375,1,161.848296
0.9625,6,161.875637
0.975,4,161.89423
0.95625,7,161.951814
0.95625,7,161.986249
0.95,8,162.024253
0.93125,11,162.077229
0.9375,10,162.125898
0.96875,5,162.149852
0.95625,7,164.877288
0.9625,6,164.910814
0.9625,6,164.940585
0.9625,6,164.969117
0.975,4,164.987926
0.94375,9,165.027595
0.94375,9,165.069864
0.9875,2,165.079957
0.96875,5,165.10584
0.94375,9,165.147952
0.975,4,165.171448
0.9625,6,165.200582
0.95625,7,165.235545
0.975,4,165.279761
0.98125,3,165.292656
0.93125,11,165.344585
0.99375,1,165.349847
0.99375,1,165.354726
0.975,4,165.372591
0.96875,5,165.395243
0.975,4,165.41405
0.9375,10,165.460264
0.94375,9,168.193671
0.99375,1,168.19833
0.975,4,168.219335
0.9625,6,168.2502
0.9875,2,168.259202
0.96875,5,168.282187
0.96875,5,168.304284
0.95625,7,168.337207
0.9625,6,168.363972
0.95625,7,168.395206
0.96875,5,168.421135
0.9875,2,168.43062
0.9625,6,168.462072
0.95625,7,168.49901
0.9625,6,168.527017
0.975,4,168.545503
0.9875,2,168.555478
0.9875,2,168.564185
0.98125,3,168.603231
0.98125,3,168.617923
0.9875,2,168.626316
0.9625,6,168.654553
0.98125,3,168.667587
0.9625,6,168.693136
0.975,4,168.711749
0.98125,3,168.725608
0.975,4,168.744101
0.95625,7,168.776373
0.9875,2,168.785661
0.99375,1,168.790186
0.98125,3,168.8041
0.96875,5,171.580648
0.975,4,171.600834
0.96875,5,171.624314
0.98125,3,171.638242
0.96875,5,171.660915
0.975,4,171.678625
0.99375,1,171.683109
0.98125,3,171.69781
0.95625,7,171.728655
0.95625,7,171.76121
0.975,4,171.782391
0.98125,3,171.798329
0.95625,7,171.833948
0.975,4,171.852845
0.98125,3,171.86784
0.9625,6,171.900306
0.95,8,171.936126
0.9625,6,171.985168
0.975,4,172.003059
0.9625,6,172.029535
0.975,4,172.048149
0.9625,6,172.076232
0.9875,2,172.086094
0.98125,3,172.100193
0.96875,5,172.122536
0.975,4,172.140091
0.9875,2,172.148977
0.96875,5,172.172693
0.975,4,172.191363
0.975,4,174.971494
0.9625,6,175.002697
0.98125,3,175.018039
0.98125,3,175.0318
0.9625,6,175.058541
0.9875,2,175.06841
0.98125,3,175.08303
0.93125,11,175.133776
0.95625,7,175.164469
0.98125,3,175.181593
0.95,8,175.223254
0.9875,2,175.233537
0.91875,13,175.299018
0.95625,7,175.332201
0.9375,10,175.403656
0.96875,5,175.427919
0.98125,3,175.442932
0.96875,5,175.465773
0.9875,2,175.475288
0.98125,3,175.488449
0.99375,1,175.493099
0.9375,10,175.540141
0.96875,5,175.564992
0.96875,5,175.588764
0.95,8,189.107283
0.95,8,189.157586
0.93125,11,189.216886
0.9125,14,189.293988
0.975,4,189.318994
0.98125,3,189.33521
0.9875,2,189.346943
0.94375,9,189.399228
0.975,4,189.420525
0.98125,3,189.435379
0.9625,6,189.489488
0.9625,6,189.520081
0.975,4,189.542411
0.99375,1,189.549981
0.95625,7,189.591885
0.975,4,189.613583
0.975,4,189.632762
0.95625,7,189.667451
0.95,8,189.707443
0.95625,7,189.740966
0.96875,5,189.766518
0.96875,5,189.79071
0.95625,7,192.587899
0.96875,5,192.611817
0.9625,6,192.639493
0.98125,3,192.653103
0.95625,7,192.685408
0.9625,6,192.711214
0.95625,7,192.743397
0.94375,9,192.785476
0.9625,6,192.816716
0.96875,5,192.84076
0.96875,5,192.868408
0.96875,5,192.896726
0.98125,3,192.911791
0.96875,5,192.935451
0.9375,10,193.007506
0.975,4,193.025167
0.975,4,193.043724
0.95625,7,193.076495
0.93125,11,193.126095
0.95,8,193.162701
0.98125,3,193.175778
0.95625,7,195.883647
0.9875,2,195.894658
0.98125,3,195.909963
0.95,8,195.947789
0.9375,10,195.99171
0.96875,5,196.015429
0.96875,5,196.037901
0.96875,5,196.060961
0.9,16,196.140571
0.99375,1,196.145712
0.95625,7,196.18125
0.96875,5,196.203256
0.9625,6,196.231088
0.9875,2,196.240872
0.98125,3,196.279003
0.94375,9,196.32026
0.975,4,196.338663
0.98125,3,196.352705
0.98125,3,196.366866
0.96875,5,196.38906
0.975,4,196.407026
0.9375,10,196.454184
0.95625,7,196.48612
0.96875,5,199.236794
0.95,8,199.27913
0.975,4,199.298121
0.975,4,199.316051
0.93125,11,199.367627
0.96875,5,199.390478
0.99375,1,199.39536
0.95,8,199.433108
0.98125,3,199.448403
0.95625,7,199.481956
0.95625,7,199.518075
0.95,8,199.571987
0.94375,9,199.640135
0.98125,3,199.653863
0.95,8,199.690835
0.9875,2,199.700464
0.96875,5,199.72285
0.95,8,199.758439
0.98125,3,199.773449
0.95,8,199.810442
0.98125,3,199.823428
0.95625,7,199.855692
0.96875,5,202.608679
0.98125,3,202.625371
0.9375,10,202.674072
0.98125,3,202.688431
0.95625,7,202.720818
0.975,4,202.739283
0.93125,11,202.792099
0.96875,5,202.818684
0.98125,3,202.835492
0.9375,10,202.888222
0.9625,6,202.916162
0.975,4,202.934688
0.9625,6,202.963813
0.95625,7,203.02238
0.9625,6,203.050591
0.975,4,203.070314
0.9375,10,203.118132
0.9625,6,203.145767
0.975,4,203.163789
0.98125,3,203.177535
0.9625,6,203.205164
0.99375,1,203.21036
0.975,4,203.229109
0.9625,6,205.927231
0.95625,7,205.961412
0.95625,7,205.993807
0.975,4,206.012718
0.975,4,206.033042
0.9625,6,206.059654
0.9625,6,206.086242
0.9625,6,206.115186
0.96875,5,206.140403
0.93125,11,206.192829
0.975,4,206.21387
0.9625,6,206.23997
0.95625,7,206.272422
0.98125,3,206.310009
0.98125,3,206.324876
0.96875,5,206.348691
0.975,4,206.3676
0.96875,5,206.389459
0.9875,2,206.398521
0.99375,1,206.402862
0.9625,6,206.432259
0.9625,6,206.460804
0.9625,6,206.487446
0.975,4,206.505079
0.94375,9,209.222847
0.9625,6,209.255794
0.98125,3,209.2704
0.98125,3,209.2846
0.98125,3,209.298089
0.9625,6,209.324397
0.95625,7,209.356735
0.975,4,209.375298
0.9625,6,209.403055
0.95625,7,209.436286
0.96875,5,209.46113
0.93125,11,209.517596
0.95,8,209.561682
0.975,4,209.586045
0.9875,2,209.615443
0.95625,7,209.646604
0.9375,10,209.694939
0.94375,9,209.734437
0.95625,7,209.767456
0.9625,6,209.796134
0.98125,3,209.809732
0.9625,6,209.836861
0.96875,5,212.563894
0.96875,5,212.591432
0.95,8,212.62795
0.99375,1,212.63235
0.96875,5,212.654289
0.95625,7,212.686538
0.98125,3,212.700054
0.9375,10,212.746783
0.9875,2,212.755088
0.98125,3,212.770259
0.96875,5,212.796532
0.9375,10,212.848939
0.975,4,212.870363
0.98125,3,212.884552
0.98125,3,212.898141
0.99375,1,212.902355
0.96875,5,212.924466
0.925,12,213.006307
0.94375,9,213.046098
0.975,4,213.063541
0.98125,3,213.078823
0.9625,6,213.106457
0.9875,2,213.114937
0.96875,5,213.138014
0.9875,2,213.147242
0.9625,6,213.174989
